sensor,mean_abs_shap,percent
Sentinel-2,0.4056141101982846,55.579188186386446
Landsat 8/9,0.2453889074775899,33.624363464282716
Sentinel-1,0.0389806772887744,5.341319111424628
DEM,0.0398112578476263,5.455129237906217
