strategy,feature_count_target,n_selected,seed,class_id,class_name,producer_accuracy,user_accuracy,f1,support_true,support_pred
RF_rank_only,25,25,2024,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,25,25,2024,10,Built,0.9777777777777777,0.9565217391304348,0.967032967032967,90,92
RF_rank_only,25,25,2025,1,Sun coffee,0.7888888888888889,0.8352941176470589,0.8114285714285714,90,85
RF_rank_only,25,25,2025,2,Intercrop coffee,0.8888888888888888,0.8163265306122449,0.851063829787234,90,98
RF_rank_only,25,25,2025,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,25,25,2025,4,Rubber,0.8888888888888888,0.975609756097561,0.9302325581395349,90,82
RF_rank_only,25,25,2025,5,Partially vegetative,0.9444444444444444,0.9444444444444444,0.9444444444444444,90,90
RF_rank_only,25,25,2025,6,Rice,0.9333333333333333,1.0,0.9655172413793104,90,84
RF_rank_only,25,25,2025,7,Other upland crops,0.9222222222222223,0.9222222222222223,0.9222222222222223,90,90
RF_rank_only,25,25,2025,8,Forest,0.9666666666666667,0.8969072164948454,0.93048128342246,90,97
RF_rank_only,25,25,2025,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,25,25,2025,10,Built,0.9777777777777777,0.967032967032967,0.9723756906077348,90,91
RF_rank_only,25,25,2026,1,Sun coffee,0.7888888888888889,0.8554216867469879,0.8208092485549133,90,83
RF_rank_only,25,25,2026,2,Intercrop coffee,0.8888888888888888,0.8163265306122449,0.851063829787234,90,98
RF_rank_only,25,25,2026,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,25,25,2026,4,Rubber,0.8888888888888888,0.9876543209876543,0.935672514619883,90,81
RF_rank_only,25,25,2026,5,Partially vegetative,0.9666666666666667,0.9354838709677419,0.9508196721311476,90,93
RF_rank_only,25,25,2026,6,Rice,0.9333333333333333,1.0,0.9655172413793104,90,84
RF_rank_only,25,25,2026,7,Other upland crops,0.9222222222222223,0.9325842696629213,0.9273743016759777,90,89
RF_rank_only,25,25,2026,8,Forest,0.9666666666666667,0.90625,0.9354838709677419,90,96
RF_rank_only,25,25,2026,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,25,25,2026,10,Built,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,25,25,2027,1,Sun coffee,0.7888888888888889,0.8352941176470589,0.8114285714285714,90,85
RF_rank_only,25,25,2027,2,Intercrop coffee,0.8888888888888888,0.8163265306122449,0.851063829787234,90,98
RF_rank_only,25,25,2027,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,25,25,2027,4,Rubber,0.8888888888888888,0.975609756097561,0.9302325581395349,90,82
RF_rank_only,25,25,2027,5,Partially vegetative,0.9444444444444444,0.9444444444444444,0.9444444444444444,90,90
RF_rank_only,25,25,2027,6,Rice,0.9333333333333333,1.0,0.9655172413793104,90,84
RF_rank_only,25,25,2027,7,Other upland crops,0.9222222222222223,0.9325842696629213,0.9273743016759777,90,89
RF_rank_only,25,25,2027,8,Forest,0.9666666666666667,0.8969072164948454,0.93048128342246,90,97
RF_rank_only,25,25,2027,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,25,25,2027,10,Built,0.9777777777777777,0.9565217391304348,0.967032967032967,90,92
RF_rank_only,25,25,2028,1,Sun coffee,0.7777777777777778,0.8536585365853658,0.8139534883720929,90,82
RF_rank_only,25,25,2028,2,Intercrop coffee,0.8888888888888888,0.8163265306122449,0.851063829787234,90,98
RF_rank_only,25,25,2028,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,25,25,2028,4,Rubber,0.8888888888888888,0.9876543209876543,0.935672514619883,90,81
RF_rank_only,25,25,2028,5,Partially vegetative,0.9666666666666667,0.9354838709677419,0.9508196721311476,90,93
RF_rank_only,25,25,2028,6,Rice,0.9333333333333333,1.0,0.9655172413793104,90,84
RF_rank_only,25,25,2028,7,Other upland crops,0.9222222222222223,0.9325842696629213,0.9273743016759777,90,89
RF_rank_only,25,25,2028,8,Forest,0.9666666666666667,0.8877551020408163,0.9255319148936171,90,98
RF_rank_only,25,25,2028,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,25,25,2028,10,Built,0.9777777777777777,0.9565217391304348,0.967032967032967,90,92
RF_rank_only,30,30,2024,1,Sun coffee,0.7888888888888889,0.8554216867469879,0.8208092485549133,90,83
RF_rank_only,30,30,2024,2,Intercrop coffee,0.9,0.8350515463917526,0.8663101604278075,90,97
RF_rank_only,30,30,2024,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,30,30,2024,4,Rubber,0.8888888888888888,0.9876543209876543,0.935672514619883,90,81
RF_rank_only,30,30,2024,5,Partially vegetative,0.9555555555555556,0.9052631578947369,0.9297297297297298,90,95
RF_rank_only,30,30,2024,6,Rice,0.9111111111111111,1.0,0.9534883720930233,90,82
RF_rank_only,30,30,2024,7,Other upland crops,0.9222222222222223,0.9120879120879121,0.9171270718232044,90,91
RF_rank_only,30,30,2024,8,Forest,0.9666666666666667,0.9157894736842105,0.9405405405405406,90,95
RF_rank_only,30,30,2024,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,30,30,2024,10,Built,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,30,30,2025,1,Sun coffee,0.7777777777777778,0.8536585365853658,0.8139534883720929,90,82
RF_rank_only,30,30,2025,2,Intercrop coffee,0.9,0.84375,0.870967741935484,90,96
RF_rank_only,30,30,2025,3,Newly planted coffee,0.9777777777777777,0.9361702127659575,0.9565217391304347,90,94
RF_rank_only,30,30,2025,4,Rubber,0.8888888888888888,0.975609756097561,0.9302325581395349,90,82
RF_rank_only,30,30,2025,5,Partially vegetative,0.9444444444444444,0.9042553191489362,0.9239130434782609,90,94
RF_rank_only,30,30,2025,6,Rice,0.9111111111111111,1.0,0.9534883720930233,90,82
RF_rank_only,30,30,2025,7,Other upland crops,0.9222222222222223,0.9120879120879121,0.9171270718232044,90,91
RF_rank_only,30,30,2025,8,Forest,0.9666666666666667,0.90625,0.9354838709677419,90,96
RF_rank_only,30,30,2025,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,30,30,2025,10,Built,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,30,30,2026,1,Sun coffee,0.7888888888888889,0.8554216867469879,0.8208092485549133,90,83
RF_rank_only,30,30,2026,2,Intercrop coffee,0.9,0.826530612244898,0.8617021276595744,90,98
RF_rank_only,30,30,2026,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,30,30,2026,4,Rubber,0.8888888888888888,0.9876543209876543,0.935672514619883,90,81
RF_rank_only,30,30,2026,5,Partially vegetative,0.9555555555555556,0.9148936170212766,0.9347826086956522,90,94
RF_rank_only,30,30,2026,6,Rice,0.9111111111111111,1.0,0.9534883720930233,90,82
RF_rank_only,30,30,2026,7,Other upland crops,0.9222222222222223,0.9120879120879121,0.9171270718232044,90,91
RF_rank_only,30,30,2026,8,Forest,0.9666666666666667,0.9157894736842105,0.9405405405405406,90,95
RF_rank_only,30,30,2026,9,Water,0.9777777777777777,0.9565217391304348,0.967032967032967,90,92
RF_rank_only,30,30,2026,10,Built,0.9555555555555556,0.945054945054945,0.9502762430939227,90,91
RF_rank_only,30,30,2027,1,Sun coffee,0.7777777777777778,0.8433734939759037,0.8092485549132947,90,83
RF_rank_only,30,30,2027,2,Intercrop coffee,0.9,0.8350515463917526,0.8663101604278075,90,97
RF_rank_only,30,30,2027,3,Newly planted coffee,0.9777777777777777,0.9361702127659575,0.9565217391304347,90,94
RF_rank_only,30,30,2027,4,Rubber,0.8888888888888888,0.975609756097561,0.9302325581395349,90,82
RF_rank_only,30,30,2027,5,Partially vegetative,0.9444444444444444,0.9239130434782609,0.934065934065934,90,92
RF_rank_only,30,30,2027,6,Rice,0.9222222222222223,1.0,0.9595375722543353,90,83
RF_rank_only,30,30,2027,7,Other upland crops,0.9222222222222223,0.9222222222222223,0.9222222222222223,90,90
RF_rank_only,30,30,2027,8,Forest,0.9555555555555556,0.8958333333333334,0.924731182795699,90,96
RF_rank_only,30,30,2027,9,Water,0.9777777777777777,0.967032967032967,0.9723756906077348,90,91
RF_rank_only,30,30,2027,10,Built,0.9666666666666667,0.9456521739130435,0.956043956043956,90,92
RF_rank_only,30,30,2028,1,Sun coffee,0.7777777777777778,0.8536585365853658,0.8139534883720929,90,82
RF_rank_only,30,30,2028,2,Intercrop coffee,0.9,0.84375,0.870967741935484,90,96
RF_rank_only,30,30,2028,3,Newly planted coffee,0.9777777777777777,0.9361702127659575,0.9565217391304347,90,94
RF_rank_only,30,30,2028,4,Rubber,0.8888888888888888,0.975609756097561,0.9302325581395349,90,82
RF_rank_only,30,30,2028,5,Partially vegetative,0.9444444444444444,0.9042553191489362,0.9239130434782609,90,94
RF_rank_only,30,30,2028,6,Rice,0.9222222222222223,1.0,0.9595375722543353,90,83
RF_rank_only,30,30,2028,7,Other upland crops,0.9222222222222223,0.9222222222222223,0.9222222222222223,90,90
RF_rank_only,30,30,2028,8,Forest,0.9666666666666667,0.90625,0.9354838709677419,90,96
RF_rank_only,30,30,2028,9,Water,0.9777777777777777,0.9777777777777777,0.9777777777777777,90,90
RF_rank_only,30,30,2028,10,Built,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,35,35,2024,1,Sun coffee,0.7666666666666667,0.8414634146341463,0.8023255813953488,90,82
RF_rank_only,35,35,2024,2,Intercrop coffee,0.9,0.826530612244898,0.8617021276595744,90,98
RF_rank_only,35,35,2024,3,Newly planted coffee,0.9777777777777777,0.9361702127659575,0.9565217391304347,90,94
RF_rank_only,35,35,2024,4,Rubber,0.8888888888888888,0.975609756097561,0.9302325581395349,90,82
RF_rank_only,35,35,2024,5,Partially vegetative,0.9444444444444444,0.9340659340659341,0.9392265193370165,90,91
RF_rank_only,35,35,2024,6,Rice,0.9111111111111111,1.0,0.9534883720930233,90,82
RF_rank_only,35,35,2024,7,Other upland crops,0.9222222222222223,0.9120879120879121,0.9171270718232044,90,91
RF_rank_only,35,35,2024,8,Forest,0.9555555555555556,0.8865979381443299,0.9197860962566844,90,97
RF_rank_only,35,35,2024,9,Water,0.9777777777777777,0.9565217391304348,0.967032967032967,90,92
RF_rank_only,35,35,2024,10,Built,0.9555555555555556,0.945054945054945,0.9502762430939227,90,91
RF_rank_only,35,35,2025,1,Sun coffee,0.7666666666666667,0.8414634146341463,0.8023255813953488,90,82
RF_rank_only,35,35,2025,2,Intercrop coffee,0.9,0.826530612244898,0.8617021276595744,90,98
RF_rank_only,35,35,2025,3,Newly planted coffee,0.9777777777777777,0.9361702127659575,0.9565217391304347,90,94
RF_rank_only,35,35,2025,4,Rubber,0.8888888888888888,0.975609756097561,0.9302325581395349,90,82
RF_rank_only,35,35,2025,5,Partially vegetative,0.9444444444444444,0.9340659340659341,0.9392265193370165,90,91
RF_rank_only,35,35,2025,6,Rice,0.9111111111111111,1.0,0.9534883720930233,90,82
RF_rank_only,35,35,2025,7,Other upland crops,0.9222222222222223,0.9120879120879121,0.9171270718232044,90,91
RF_rank_only,35,35,2025,8,Forest,0.9555555555555556,0.8865979381443299,0.9197860962566844,90,97
RF_rank_only,35,35,2025,9,Water,0.9777777777777777,0.967032967032967,0.9723756906077348,90,91
RF_rank_only,35,35,2025,10,Built,0.9666666666666667,0.9456521739130435,0.956043956043956,90,92
RF_rank_only,35,35,2026,1,Sun coffee,0.7666666666666667,0.8414634146341463,0.8023255813953488,90,82
RF_rank_only,35,35,2026,2,Intercrop coffee,0.9,0.826530612244898,0.8617021276595744,90,98
RF_rank_only,35,35,2026,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,35,35,2026,4,Rubber,0.8888888888888888,0.9876543209876543,0.935672514619883,90,81
RF_rank_only,35,35,2026,5,Partially vegetative,0.9666666666666667,0.9354838709677419,0.9508196721311476,90,93
RF_rank_only,35,35,2026,6,Rice,0.9111111111111111,1.0,0.9534883720930233,90,82
RF_rank_only,35,35,2026,7,Other upland crops,0.9222222222222223,0.9120879120879121,0.9171270718232044,90,91
RF_rank_only,35,35,2026,8,Forest,0.9555555555555556,0.8865979381443299,0.9197860962566844,90,97
RF_rank_only,35,35,2026,9,Water,0.9777777777777777,0.967032967032967,0.9723756906077348,90,91
RF_rank_only,35,35,2026,10,Built,0.9666666666666667,0.9456521739130435,0.956043956043956,90,92
RF_rank_only,35,35,2027,1,Sun coffee,0.7777777777777778,0.8433734939759037,0.8092485549132947,90,83
RF_rank_only,35,35,2027,2,Intercrop coffee,0.9,0.8350515463917526,0.8663101604278075,90,97
RF_rank_only,35,35,2027,3,Newly planted coffee,0.9777777777777777,0.946236559139785,0.9617486338797814,90,93
RF_rank_only,35,35,2027,4,Rubber,0.8777777777777778,0.9753086419753086,0.9239766081871346,90,81
RF_rank_only,35,35,2027,5,Partially vegetative,0.9555555555555556,0.9347826086956522,0.945054945054945,90,92
RF_rank_only,35,35,2027,6,Rice,0.9222222222222223,1.0,0.9595375722543353,90,83
RF_rank_only,35,35,2027,7,Other upland crops,0.9333333333333333,0.9230769230769231,0.9281767955801106,90,91
RF_rank_only,35,35,2027,8,Forest,0.9555555555555556,0.8865979381443299,0.9197860962566844,90,97
RF_rank_only,35,35,2027,9,Water,0.9777777777777777,0.967032967032967,0.9723756906077348,90,91
RF_rank_only,35,35,2027,10,Built,0.9666666666666667,0.9456521739130435,0.956043956043956,90,92
