feature,importance,strategy,feature_count_target,n_selected,seed,rank
S2_dry_NDI,0.03911929841123007,RF_Pearson,20,20,2024,17
S2_dry_NDWI,0.03830528489418035,RF_Pearson,20,20,2024,18
S2_dry_SR,0.036487216328198395,RF_Pearson,20,20,2024,19
S2_dry_MTCI,0.02780301836948428,RF_Pearson,20,20,2024,20
S2_dry_CVI,0.08107731646544467,RF_Pearson,20,20,2025,1
S2_wet_NBR2,0.07406858386036966,RF_Pearson,20,20,2025,2
DEM_elevation,0.06986533238841883,RF_Pearson,20,20,2025,3
S2_dry_MNDWI,0.06513843428433437,RF_Pearson,20,20,2025,4
S2_dry_B11,0.05438806475051588,RF_Pearson,20,20,2025,5
S1_VHasc_p50,0.053037617199575865,RF_Pearson,20,20,2025,6
S2_dry_B2,0.05174600932225353,RF_Pearson,20,20,2025,7
S1_VVasc_p50,0.05077251254296711,RF_Pearson,20,20,2025,8
S2_wet_GNDVI,0.05004168475019243,RF_Pearson,20,20,2025,9
L89_dry_Red,0.04894387312373306,RF_Pearson,20,20,2025,10
L89_dry_NBR2,0.04732426791830855,RF_Pearson,20,20,2025,11
L89_dry_NDVI,0.04557219187519744,RF_Pearson,20,20,2025,12
S2_dry_B8,0.04393694847718363,RF_Pearson,20,20,2025,13
L89_dry_SWIR2_p75,0.04326245447185102,RF_Pearson,20,20,2025,14
L89_dry_BSI,0.04134364505733257,RF_Pearson,20,20,2025,15
L89_dry_MSI,0.040414918806021514,RF_Pearson,20,20,2025,16
S2_dry_NDI,0.03852417542070517,RF_Pearson,20,20,2025,17
S2_dry_NDWI,0.03753837950398759,RF_Pearson,20,20,2025,18
S2_dry_SR,0.036259223469511034,RF_Pearson,20,20,2025,19
S2_dry_MTCI,0.026744366312096066,RF_Pearson,20,20,2025,20
S2_dry_CVI,0.08004740668538819,RF_Pearson,20,20,2026,1
S2_wet_NBR2,0.07302894798801064,RF_Pearson,20,20,2026,2
DEM_elevation,0.07009675731929367,RF_Pearson,20,20,2026,3
S2_dry_MNDWI,0.0648130372875574,RF_Pearson,20,20,2026,4
S2_dry_B2,0.05367373162454334,RF_Pearson,20,20,2026,5
S2_dry_B11,0.05324955433066224,RF_Pearson,20,20,2026,6
S1_VHasc_p50,0.053036220269260616,RF_Pearson,20,20,2026,7
S1_VVasc_p50,0.050542965651842804,RF_Pearson,20,20,2026,8
S2_wet_GNDVI,0.049524243881777126,RF_Pearson,20,20,2026,9
L89_dry_NBR2,0.047903868216288156,RF_Pearson,20,20,2026,10
L89_dry_Red,0.047901507768172674,RF_Pearson,20,20,2026,11
L89_dry_SWIR2_p75,0.0462348721527501,RF_Pearson,20,20,2026,12
L89_dry_NDVI,0.04537068088293645,RF_Pearson,20,20,2026,13
S2_dry_B8,0.04502176948360112,RF_Pearson,20,20,2026,14
L89_dry_BSI,0.04282436410917615,RF_Pearson,20,20,2026,15
L89_dry_MSI,0.039309981688198825,RF_Pearson,20,20,2026,16
S2_dry_NDI,0.03769900115497799,RF_Pearson,20,20,2026,17
S2_dry_NDWI,0.0365309216488176,RF_Pearson,20,20,2026,18
S2_dry_SR,0.03534026290795489,RF_Pearson,20,20,2026,19
S2_dry_MTCI,0.02784990494879,RF_Pearson,20,20,2026,20
S2_dry_CVI,0.08069909233907949,RF_Pearson,20,20,2027,1
S2_wet_NBR2,0.07370737403992421,RF_Pearson,20,20,2027,2
DEM_elevation,0.07030652199028639,RF_Pearson,20,20,2027,3
S2_dry_MNDWI,0.06542921790101972,RF_Pearson,20,20,2027,4
S2_dry_B11,0.05533933733849109,RF_Pearson,20,20,2027,5
S1_VHasc_p50,0.054253545249714034,RF_Pearson,20,20,2027,6
S2_dry_B2,0.0525514237540457,RF_Pearson,20,20,2027,7
S2_wet_GNDVI,0.04938677836534352,RF_Pearson,20,20,2027,8
S1_VVasc_p50,0.04872988007617681,RF_Pearson,20,20,2027,9
L89_dry_Red,0.048402476671002545,RF_Pearson,20,20,2027,10
L89_dry_NBR2,0.046141699259838326,RF_Pearson,20,20,2027,11
L89_dry_SWIR2_p75,0.04511215143610548,RF_Pearson,20,20,2027,12
S2_dry_B8,0.04508842802963158,RF_Pearson,20,20,2027,13
L89_dry_NDVI,0.04434909952888211,RF_Pearson,20,20,2027,14
L89_dry_BSI,0.04304145462596344,RF_Pearson,20,20,2027,15
S2_dry_NDWI,0.03924954261971259,RF_Pearson,20,20,2027,16
L89_dry_MSI,0.0389535469493707,RF_Pearson,20,20,2027,17
S2_dry_NDI,0.03798251316102891,RF_Pearson,20,20,2027,18
S2_dry_SR,0.035178993491293664,RF_Pearson,20,20,2027,19
S2_dry_MTCI,0.026096923173089825,RF_Pearson,20,20,2027,20
S2_dry_CVI,0.08185012825635435,RF_Pearson,20,20,2028,1
S2_wet_NBR2,0.07301886814998874,RF_Pearson,20,20,2028,2
DEM_elevation,0.06823846913814954,RF_Pearson,20,20,2028,3
S2_dry_MNDWI,0.06563463672043339,RF_Pearson,20,20,2028,4
S1_VHasc_p50,0.05291130919896244,RF_Pearson,20,20,2028,5
S2_dry_B11,0.05279232960968488,RF_Pearson,20,20,2028,6
S2_dry_B2,0.05182599541865066,RF_Pearson,20,20,2028,7
S1_VVasc_p50,0.05033422676407357,RF_Pearson,20,20,2028,8
L89_dry_Red,0.0498006868047602,RF_Pearson,20,20,2028,9
S2_wet_GNDVI,0.048698828268500756,RF_Pearson,20,20,2028,10
S2_dry_B8,0.046359725768081186,RF_Pearson,20,20,2028,11
L89_dry_NDVI,0.04629064177747563,RF_Pearson,20,20,2028,12
L89_dry_SWIR2_p75,0.04512715088395443,RF_Pearson,20,20,2028,13
L89_dry_NBR2,0.04498195439642223,RF_Pearson,20,20,2028,14
L89_dry_BSI,0.04327340967844198,RF_Pearson,20,20,2028,15
L89_dry_MSI,0.040359892610232914,RF_Pearson,20,20,2028,16
S2_dry_NDWI,0.03988187582013958,RF_Pearson,20,20,2028,17
S2_dry_NDI,0.039285783499357615,RF_Pearson,20,20,2028,18
S2_dry_SR,0.0325468102715757,RF_Pearson,20,20,2028,19
S2_dry_MTCI,0.026787276964760198,RF_Pearson,20,20,2028,20
S2_dry_CVI,0.06668336418867281,RF_Pearson,25,25,2024,1
S2_dry_MNDWI,0.05778161700852854,RF_Pearson,25,25,2024,2
S2_wet_NBR2,0.056595777011292564,RF_Pearson,25,25,2024,3
DEM_elevation,0.05618125959898148,RF_Pearson,25,25,2024,4
S1_VHasc_p50,0.04737195250641625,RF_Pearson,25,25,2024,5
S2_dry_B11,0.046018875699204674,RF_Pearson,25,25,2024,6
S1_VVasc_p50,0.041865412735688584,RF_Pearson,25,25,2024,7
L89_dry_Red,0.04160737759283593,RF_Pearson,25,25,2024,8
S2_dry_B2,0.04137659441692253,RF_Pearson,25,25,2024,9
S2_dry_B8,0.03960764125824375,RF_Pearson,25,25,2024,10
S2_wet_GNDVI,0.03938034441787306,RF_Pearson,25,25,2024,11
L89_wet_NBR2,0.03931267583799024,RF_Pearson,25,25,2024,12
L89_dry_BSI,0.037731155206886566,RF_Pearson,25,25,2024,13
L89_dry_NBR2,0.03760701778078034,RF_Pearson,25,25,2024,14
L89_dry_SWIR2_p75,0.03736123868550962,RF_Pearson,25,25,2024,15
L89_dry_NDVI,0.03719679937152583,RF_Pearson,25,25,2024,16
L89_dry_MSI,0.036164387797124005,RF_Pearson,25,25,2024,17
S2_dry_NDWI,0.0361320933878867,RF_Pearson,25,25,2024,18
S2_wet_B12,0.03507804878828494,RF_Pearson,25,25,2024,19
S2_dry_NDI,0.03300277778458434,RF_Pearson,25,25,2024,20
S2_dry_SR,0.03157916720902311,RF_Pearson,25,25,2024,21
S2_dry_B5,0.028468911947392574,RF_Pearson,25,25,2024,22
S2_wet_CVI,0.02837541928517347,RF_Pearson,25,25,2024,23
S2_wet_B11,0.023875764883540283,RF_Pearson,25,25,2024,24
S2_dry_MTCI,0.023644325599637736,RF_Pearson,25,25,2024,25
S2_dry_CVI,0.06631049127616585,RF_Pearson,25,25,2025,1
DEM_elevation,0.05754364929643317,RF_Pearson,25,25,2025,2
S2_dry_MNDWI,0.0561633741661153,RF_Pearson,25,25,2025,3
S2_wet_NBR2,0.056049871239536024,RF_Pearson,25,25,2025,4
S1_VHasc_p50,0.04690866695560038,RF_Pearson,25,25,2025,5
S2_dry_B11,0.04576951449750857,RF_Pearson,25,25,2025,6
S1_VVasc_p50,0.04335006331513756,RF_Pearson,25,25,2025,7
S2_dry_B2,0.04193498013020128,RF_Pearson,25,25,2025,8
L89_dry_Red,0.04084087533822783,RF_Pearson,25,25,2025,9
S2_wet_GNDVI,0.039091637341468186,RF_Pearson,25,25,2025,10
L89_wet_NBR2,0.038870300886006744,RF_Pearson,25,25,2025,11
S2_dry_B8,0.03844564105131128,RF_Pearson,25,25,2025,12
L89_dry_BSI,0.03803098185838081,RF_Pearson,25,25,2025,13
L89_dry_NDVI,0.03757849017106112,RF_Pearson,25,25,2025,14
L89_dry_NBR2,0.03689930721113008,RF_Pearson,25,25,2025,15
L89_dry_SWIR2_p75,0.036846270287757936,RF_Pearson,25,25,2025,16
L89_dry_MSI,0.036599680385323234,RF_Pearson,25,25,2025,17
S2_dry_NDWI,0.03615197692439327,RF_Pearson,25,25,2025,18
S2_wet_B12,0.03517787679551371,RF_Pearson,25,25,2025,19
S2_dry_NDI,0.03428954797770819,RF_Pearson,25,25,2025,20
S2_dry_SR,0.03098041067875526,RF_Pearson,25,25,2025,21
S2_wet_CVI,0.02859887892372631,RF_Pearson,25,25,2025,22
S2_dry_B5,0.028222708594817947,RF_Pearson,25,25,2025,23
S2_dry_MTCI,0.025452701879669345,RF_Pearson,25,25,2025,24
S2_wet_B11,0.02389210281805055,RF_Pearson,25,25,2025,25
S2_dry_CVI,0.06541940203313652,RF_Pearson,25,25,2026,1
DEM_elevation,0.058297747553512386,RF_Pearson,25,25,2026,2
S2_wet_NBR2,0.058280720578559916,RF_Pearson,25,25,2026,3
S2_dry_MNDWI,0.05625766853015108,RF_Pearson,25,25,2026,4
S2_dry_B11,0.04598307727054928,RF_Pearson,25,25,2026,5
S1_VHasc_p50,0.04486845959443014,RF_Pearson,25,25,2026,6
S1_VVasc_p50,0.04158502685986423,RF_Pearson,25,25,2026,7
L89_dry_Red,0.041553155623222475,RF_Pearson,25,25,2026,8
S2_dry_B2,0.04140483481041185,RF_Pearson,25,25,2026,9
S2_wet_GNDVI,0.040433962340826274,RF_Pearson,25,25,2026,10
L89_wet_NBR2,0.03886392560227083,RF_Pearson,25,25,2026,11
S2_dry_B8,0.038794378251926435,RF_Pearson,25,25,2026,12
L89_dry_BSI,0.037780136647439524,RF_Pearson,25,25,2026,13
L89_dry_NDVI,0.03750705145926739,RF_Pearson,25,25,2026,14
L89_dry_NBR2,0.037289667796998584,RF_Pearson,25,25,2026,15
L89_dry_SWIR2_p75,0.03705840581553293,RF_Pearson,25,25,2026,16
S2_wet_B12,0.0353133618520416,RF_Pearson,25,25,2026,17
S2_dry_NDWI,0.034843534937955986,RF_Pearson,25,25,2026,18
L89_dry_MSI,0.03440258691860865,RF_Pearson,25,25,2026,19
S2_dry_NDI,0.03418267063938842,RF_Pearson,25,25,2026,20
S2_dry_SR,0.034046052698588694,RF_Pearson,25,25,2026,21
S2_wet_CVI,0.02872642899794575,RF_Pearson,25,25,2026,22
S2_dry_B5,0.02755650240193376,RF_Pearson,25,25,2026,23
S2_dry_MTCI,0.02532412931768237,RF_Pearson,25,25,2026,24
S2_wet_B11,0.024227111467754914,RF_Pearson,25,25,2026,25
S2_dry_CVI,0.06781727004926565,RF_Pearson,25,25,2027,1
DEM_elevation,0.05779407165527522,RF_Pearson,25,25,2027,2
S2_wet_NBR2,0.05613079293370904,RF_Pearson,25,25,2027,3
S2_dry_MNDWI,0.055270110501905785,RF_Pearson,25,25,2027,4
S2_dry_B11,0.04704947626785883,RF_Pearson,25,25,2027,5
S1_VHasc_p50,0.04585120593735664,RF_Pearson,25,25,2027,6
S1_VVasc_p50,0.04414473527600332,RF_Pearson,25,25,2027,7
S2_dry_B2,0.04340985477579461,RF_Pearson,25,25,2027,8
L89_dry_Red,0.04278976050812969,RF_Pearson,25,25,2027,9
L89_dry_NDVI,0.03930399649034213,RF_Pearson,25,25,2027,10
L89_wet_NBR2,0.03894268709331392,RF_Pearson,25,25,2027,11
S2_wet_GNDVI,0.038862891582322714,RF_Pearson,25,25,2027,12
S2_dry_B8,0.03874153188536926,RF_Pearson,25,25,2027,13
L89_dry_SWIR2_p75,0.03715360565000225,RF_Pearson,25,25,2027,14
L89_dry_NBR2,0.036718686227690533,RF_Pearson,25,25,2027,15
L89_dry_BSI,0.03566046262412472,RF_Pearson,25,25,2027,16
L89_dry_MSI,0.035373545626818784,RF_Pearson,25,25,2027,17
S2_wet_B12,0.03483206639442935,RF_Pearson,25,25,2027,18
S2_dry_NDWI,0.033836013493687055,RF_Pearson,25,25,2027,19
S2_dry_NDI,0.0334949129890776,RF_Pearson,25,25,2027,20
S2_dry_SR,0.03203757493149509,RF_Pearson,25,25,2027,21
S2_wet_CVI,0.02858228390987527,RF_Pearson,25,25,2027,22
S2_dry_B5,0.028574629390801395,RF_Pearson,25,25,2027,23
S2_dry_MTCI,0.024470303386252452,RF_Pearson,25,25,2027,24
S2_wet_B11,0.023157530419098828,RF_Pearson,25,25,2027,25
S2_dry_CVI,0.06866101047599452,RF_Pearson,25,25,2028,1
DEM_elevation,0.05828230363589194,RF_Pearson,25,25,2028,2
S2_dry_MNDWI,0.05795273879346301,RF_Pearson,25,25,2028,3
S2_wet_NBR2,0.05709560568986851,RF_Pearson,25,25,2028,4
S1_VHasc_p50,0.04636863235208976,RF_Pearson,25,25,2028,5
S2_dry_B11,0.045528688524240954,RF_Pearson,25,25,2028,6
S1_VVasc_p50,0.042603377199570976,RF_Pearson,25,25,2028,7
S2_dry_B2,0.04256975643238925,RF_Pearson,25,25,2028,8
L89_dry_Red,0.041997320591741855,RF_Pearson,25,25,2028,9
L89_dry_NDVI,0.03949414403706375,RF_Pearson,25,25,2028,10
S2_dry_B8,0.03848696961872714,RF_Pearson,25,25,2028,11
L89_wet_NBR2,0.03791670173275455,RF_Pearson,25,25,2028,12
S2_wet_GNDVI,0.03780892534900822,RF_Pearson,25,25,2028,13
L89_dry_BSI,0.037477455742791044,RF_Pearson,25,25,2028,14
L89_dry_NBR2,0.037053234813412404,RF_Pearson,25,25,2028,15
L89_dry_SWIR2_p75,0.03642249143111572,RF_Pearson,25,25,2028,16
L89_dry_MSI,0.03578248688576175,RF_Pearson,25,25,2028,17
S2_dry_NDWI,0.03470185411275166,RF_Pearson,25,25,2028,18
S2_wet_B12,0.03431007857550043,RF_Pearson,25,25,2028,19
S2_dry_NDI,0.03355683939667585,RF_Pearson,25,25,2028,20
S2_dry_SR,0.030438266896601597,RF_Pearson,25,25,2028,21
S2_dry_B5,0.02899193233040026,RF_Pearson,25,25,2028,22
S2_wet_CVI,0.02749479470821021,RF_Pearson,25,25,2028,23
S2_dry_MTCI,0.024598859091688713,RF_Pearson,25,25,2028,24
S2_wet_B11,0.02440553158228598,RF_Pearson,25,25,2028,25
S2_dry_CVI,0.05899828346265464,RF_Pearson,30,30,2024,1
DEM_elevation,0.05093734634965958,RF_Pearson,30,30,2024,2
S2_dry_MNDWI,0.0495316129825488,RF_Pearson,30,30,2024,3
S2_wet_NBR2,0.04825382553136365,RF_Pearson,30,30,2024,4
S1_VHasc_p50,0.04023511313202943,RF_Pearson,30,30,2024,5
S2_dry_B11,0.03987977672082378,RF_Pearson,30,30,2024,6
L89_dry_Red,0.03966394173887169,RF_Pearson,30,30,2024,7
S1_VVasc_p50,0.037128898747299965,RF_Pearson,30,30,2024,8
S2_dry_B8,0.03705542439622153,RF_Pearson,30,30,2024,9
S2_dry_B2,0.03697279347397343,RF_Pearson,30,30,2024,10
S2_wet_GNDVI,0.03485967461461693,RF_Pearson,30,30,2024,11
L89_dry_BSI,0.03430902238400941,RF_Pearson,30,30,2024,12
L89_dry_NBR2,0.03400590461040806,RF_Pearson,30,30,2024,13
L89_dry_SWIR2_p75,0.03344197197170257,RF_Pearson,30,30,2024,14
L89_wet_NBR2,0.03332595718951896,RF_Pearson,30,30,2024,15
L89_dry_NDVI,0.03299920495051322,RF_Pearson,30,30,2024,16
L89_dry_MSI,0.0326566201333391,RF_Pearson,30,30,2024,17
S2_dry_NDWI,0.030889941475039793,RF_Pearson,30,30,2024,18
S2_dry_NDI,0.030595426525015946,RF_Pearson,30,30,2024,19
S2_wet_B12,0.030271715980020875,RF_Pearson,30,30,2024,20
S2_dry_SR,0.02872028570667426,RF_Pearson,30,30,2024,21
S2_wet_CVI,0.02619504781438266,RF_Pearson,30,30,2024,22
S2_dry_B5,0.02599880468746209,RF_Pearson,30,30,2024,23
S2_wet_CI_RE,0.025729434733522186,RF_Pearson,30,30,2024,24
S2_wet_B6,0.02233408693199402,RF_Pearson,30,30,2024,25
S2_dry_NDMI,0.02165212948290692,RF_Pearson,30,30,2024,26
S2_wet_B11,0.0215206754784844,RF_Pearson,30,30,2024,27
L89_wet_SWIR2,0.021170084904854367,RF_Pearson,30,30,2024,28
S2_dry_MTCI,0.02107504525024148,RF_Pearson,30,30,2024,29
S2_wet_MTCI,0.019591948639846247,RF_Pearson,30,30,2024,30
S2_dry_CVI,0.05904033787131308,RF_Pearson,30,30,2025,1
DEM_elevation,0.05094242940294436,RF_Pearson,30,30,2025,2
S2_dry_MNDWI,0.05013969982631152,RF_Pearson,30,30,2025,3
S2_wet_NBR2,0.046746355382477026,RF_Pearson,30,30,2025,4
S1_VHasc_p50,0.041379969590646305,RF_Pearson,30,30,2025,5
S2_dry_B11,0.03916297887659201,RF_Pearson,30,30,2025,6
S1_VVasc_p50,0.03795923052545904,RF_Pearson,30,30,2025,7
S2_dry_B2,0.037877314450806734,RF_Pearson,30,30,2025,8
L89_dry_Red,0.037116622389911876,RF_Pearson,30,30,2025,9
S2_dry_B8,0.03437243354946787,RF_Pearson,30,30,2025,10
S2_wet_GNDVI,0.0339797186059886,RF_Pearson,30,30,2025,11
L89_dry_SWIR2_p75,0.033694427353229,RF_Pearson,30,30,2025,12
L89_dry_NBR2,0.03325268858235406,RF_Pearson,30,30,2025,13
L89_dry_NDVI,0.03314521411419751,RF_Pearson,30,30,2025,14
L89_wet_NBR2,0.03309368430289363,RF_Pearson,30,30,2025,15
L89_dry_BSI,0.03308824444988034,RF_Pearson,30,30,2025,16
L89_dry_MSI,0.0325750441649474,RF_Pearson,30,30,2025,17
S2_dry_NDWI,0.031894811225472504,RF_Pearson,30,30,2025,18
S2_dry_NDI,0.03129099937021464,RF_Pearson,30,30,2025,19
S2_wet_B12,0.030878663073839116,RF_Pearson,30,30,2025,20
S2_dry_SR,0.02964444811923304,RF_Pearson,30,30,2025,21
S2_wet_CI_RE,0.02747735826961139,RF_Pearson,30,30,2025,22
S2_wet_CVI,0.025757710719731965,RF_Pearson,30,30,2025,23
S2_dry_B5,0.025295103900361153,RF_Pearson,30,30,2025,24
S2_dry_NDMI,0.02243946483596395,RF_Pearson,30,30,2025,25
S2_dry_MTCI,0.02210999144235849,RF_Pearson,30,30,2025,26
S2_wet_B6,0.022064679914654543,RF_Pearson,30,30,2025,27
S2_wet_B11,0.022028410313673075,RF_Pearson,30,30,2025,28
L89_wet_SWIR2,0.02084885693608104,RF_Pearson,30,30,2025,29
S2_wet_MTCI,0.020703108439384835,RF_Pearson,30,30,2025,30
S2_dry_CVI,0.057737136969760475,RF_Pearson,30,30,2026,1
S2_dry_MNDWI,0.05060480542601371,RF_Pearson,30,30,2026,2
DEM_elevation,0.04936076026271027,RF_Pearson,30,30,2026,3
S2_wet_NBR2,0.048664908039824796,RF_Pearson,30,30,2026,4
S1_VHasc_p50,0.039990728092064914,RF_Pearson,30,30,2026,5
S2_dry_B11,0.039764603533746945,RF_Pearson,30,30,2026,6
S2_dry_B2,0.038274152964411404,RF_Pearson,30,30,2026,7
L89_dry_Red,0.03787746077234899,RF_Pearson,30,30,2026,8
S1_VVasc_p50,0.03783639946251617,RF_Pearson,30,30,2026,9
S2_dry_B8,0.036975609225663175,RF_Pearson,30,30,2026,10
L89_dry_NDVI,0.03450509618445232,RF_Pearson,30,30,2026,11
S2_wet_GNDVI,0.0342270096406106,RF_Pearson,30,30,2026,12
L89_wet_NBR2,0.03397890966353519,RF_Pearson,30,30,2026,13
L89_dry_SWIR2_p75,0.03354207465304609,RF_Pearson,30,30,2026,14
L89_dry_NBR2,0.033459717940720154,RF_Pearson,30,30,2026,15
L89_dry_BSI,0.032879143315277186,RF_Pearson,30,30,2026,16
S2_dry_NDWI,0.03207827566620262,RF_Pearson,30,30,2026,17
L89_dry_MSI,0.03203100206555245,RF_Pearson,30,30,2026,18
S2_wet_B12,0.031040621980693028,RF_Pearson,30,30,2026,19
S2_dry_NDI,0.030633529788278033,RF_Pearson,30,30,2026,20
S2_dry_SR,0.028674606250046315,RF_Pearson,30,30,2026,21
S2_wet_CI_RE,0.026512614981762217,RF_Pearson,30,30,2026,22
S2_wet_CVI,0.02599133817692526,RF_Pearson,30,30,2026,23
S2_dry_B5,0.025879254019548693,RF_Pearson,30,30,2026,24
S2_wet_B6,0.02200859984114433,RF_Pearson,30,30,2026,25
S2_dry_NDMI,0.021918342667341818,RF_Pearson,30,30,2026,26
L89_wet_SWIR2,0.02121099441060016,RF_Pearson,30,30,2026,27
S2_wet_MTCI,0.021167107192022343,RF_Pearson,30,30,2026,28
S2_dry_MTCI,0.020860479225184612,RF_Pearson,30,30,2026,29
S2_wet_B11,0.02031471758799579,RF_Pearson,30,30,2026,30
S2_dry_CVI,0.057269175671863085,RF_Pearson,30,30,2027,1
DEM_elevation,0.050992352645280736,RF_Pearson,30,30,2027,2
S2_wet_NBR2,0.04857735438716008,RF_Pearson,30,30,2027,3
S2_dry_MNDWI,0.048059575384351,RF_Pearson,30,30,2027,4
S1_VHasc_p50,0.04151258790876471,RF_Pearson,30,30,2027,5
S2_dry_B11,0.04081232717463223,RF_Pearson,30,30,2027,6
S2_dry_B2,0.03987929909037981,RF_Pearson,30,30,2027,7
L89_dry_Red,0.03823186095731804,RF_Pearson,30,30,2027,8
S1_VVasc_p50,0.03727538129418435,RF_Pearson,30,30,2027,9
S2_dry_B8,0.03633159297862754,RF_Pearson,30,30,2027,10
L89_dry_SWIR2_p75,0.034176800877248815,RF_Pearson,30,30,2027,11
L89_dry_NDVI,0.03402316068773489,RF_Pearson,30,30,2027,12
S2_wet_GNDVI,0.033729245478440764,RF_Pearson,30,30,2027,13
L89_dry_NBR2,0.03343893786588998,RF_Pearson,30,30,2027,14
L89_wet_NBR2,0.033289733244017496,RF_Pearson,30,30,2027,15
L89_dry_BSI,0.03325447853127917,RF_Pearson,30,30,2027,16
L89_dry_MSI,0.03153696564289224,RF_Pearson,30,30,2027,17
S2_wet_B12,0.03070857274057941,RF_Pearson,30,30,2027,18
S2_dry_SR,0.03027447746435856,RF_Pearson,30,30,2027,19
S2_dry_NDWI,0.029942798148483062,RF_Pearson,30,30,2027,20
S2_dry_NDI,0.029828607311457287,RF_Pearson,30,30,2027,21
S2_wet_CI_RE,0.027331969539744226,RF_Pearson,30,30,2027,22
S2_wet_CVI,0.026113553348142093,RF_Pearson,30,30,2027,23
S2_dry_B5,0.025302363270507684,RF_Pearson,30,30,2027,24
S2_dry_MTCI,0.02235349361191236,RF_Pearson,30,30,2027,25
S2_wet_B6,0.021454157587947185,RF_Pearson,30,30,2027,26
S2_dry_NDMI,0.021317974225738247,RF_Pearson,30,30,2027,27
S2_wet_MTCI,0.02120818660908278,RF_Pearson,30,30,2027,28
S2_wet_B11,0.02110817346536786,RF_Pearson,30,30,2027,29
L89_wet_SWIR2,0.020664842856614258,RF_Pearson,30,30,2027,30
S2_dry_CVI,0.05748707640240685,RF_Pearson,30,30,2028,1
DEM_elevation,0.05202199519857911,RF_Pearson,30,30,2028,2
S2_dry_MNDWI,0.049954293784140145,RF_Pearson,30,30,2028,3
S2_wet_NBR2,0.04825567875311103,RF_Pearson,30,30,2028,4
S2_dry_B11,0.041274753720928106,RF_Pearson,30,30,2028,5
S1_VHasc_p50,0.04080216666321644,RF_Pearson,30,30,2028,6
S2_dry_B2,0.039079215145799165,RF_Pearson,30,30,2028,7
L89_dry_Red,0.03778861630968733,RF_Pearson,30,30,2028,8
S1_VVasc_p50,0.03753205644453146,RF_Pearson,30,30,2028,9
S2_dry_B8,0.0355758516119248,RF_Pearson,30,30,2028,10
L89_dry_NDVI,0.03416104326569314,RF_Pearson,30,30,2028,11
L89_dry_BSI,0.034009175442062035,RF_Pearson,30,30,2028,12
L89_wet_NBR2,0.03373308553596589,RF_Pearson,30,30,2028,13
L89_dry_SWIR2_p75,0.03368949324318266,RF_Pearson,30,30,2028,14
S2_wet_GNDVI,0.03286119950463755,RF_Pearson,30,30,2028,15
L89_dry_NBR2,0.0321371489686075,RF_Pearson,30,30,2028,16
L89_dry_MSI,0.032104064071865744,RF_Pearson,30,30,2028,17
S2_dry_NDWI,0.03181625763623441,RF_Pearson,30,30,2028,18
S2_wet_B12,0.03156098680377515,RF_Pearson,30,30,2028,19
S2_dry_NDI,0.029603856877702315,RF_Pearson,30,30,2028,20
S2_dry_SR,0.029399574447383506,RF_Pearson,30,30,2028,21
S2_wet_CI_RE,0.026434515016977946,RF_Pearson,30,30,2028,22
S2_wet_CVI,0.025680980800381854,RF_Pearson,30,30,2028,23
S2_dry_B5,0.02523053440780813,RF_Pearson,30,30,2028,24
S2_wet_B6,0.022386713829257936,RF_Pearson,30,30,2028,25
S2_dry_MTCI,0.022304322623418384,RF_Pearson,30,30,2028,26
S2_wet_B11,0.021225554180819634,RF_Pearson,30,30,2028,27
L89_wet_SWIR2,0.020878476709736783,RF_Pearson,30,30,2028,28
S2_dry_NDMI,0.0207111109326113,RF_Pearson,30,30,2028,29
S2_wet_MTCI,0.020300201667553867,RF_Pearson,30,30,2028,30
S2_dry_CVI,0.052707774781645386,RF_Pearson,35,35,2024,1
S2_dry_MNDWI,0.04677632250711999,RF_Pearson,35,35,2024,2
DEM_elevation,0.0449007837645804,RF_Pearson,35,35,2024,3
S2_wet_NBR2,0.0414913776719739,RF_Pearson,35,35,2024,4
S2_dry_B11,0.0397634555045972,RF_Pearson,35,35,2024,5
S1_VHasc_p50,0.03694028033784248,RF_Pearson,35,35,2024,6
S1_VVasc_p50,0.03564980011172882,RF_Pearson,35,35,2024,7
S2_dry_B2,0.035042392347068026,RF_Pearson,35,35,2024,8
L89_dry_Red,0.033452620426624356,RF_Pearson,35,35,2024,9
S2_dry_B8,0.0326417084317885,RF_Pearson,35,35,2024,10
L89_dry_SWIR2_p75,0.031074241546759744,RF_Pearson,35,35,2024,11
L89_dry_BSI,0.030944740400060244,RF_Pearson,35,35,2024,12
L89_dry_MSI,0.030636518333304177,RF_Pearson,35,35,2024,13
S2_wet_GNDVI,0.030225939639597018,RF_Pearson,35,35,2024,14
S2_dry_NDWI,0.029949977705733488,RF_Pearson,35,35,2024,15
L89_dry_NBR2,0.029711727772467465,RF_Pearson,35,35,2024,16
L89_dry_NDVI,0.02918468463712425,RF_Pearson,35,35,2024,17
L89_wet_NBR2,0.0290787941105707,RF_Pearson,35,35,2024,18
S2_dry_NDI,0.02891727150666664,RF_Pearson,35,35,2024,19
S2_wet_B12,0.02740962241840822,RF_Pearson,35,35,2024,20
S2_dry_SR,0.026421429865757393,RF_Pearson,35,35,2024,21
S2_dry_B5,0.024314862952781218,RF_Pearson,35,35,2024,22
S2_wet_CVI,0.023851904341104846,RF_Pearson,35,35,2024,23
S2_wet_CI_RE,0.023046116515157915,RF_Pearson,35,35,2024,24
S2_dry_PSRI,0.021576471769626637,RF_Pearson,35,35,2024,25
