feature,importance,strategy,feature_count_target,n_selected,seed,rank
S2_dry_NBR2,0.030918273398708875,RF_rank_only,35,35,2024,8
S2_wet_NDWI,0.03043385859341255,RF_rank_only,35,35,2024,9
S2_wet_GNDVI,0.029350549742606532,RF_rank_only,35,35,2024,10
S2_dry_B2,0.028542369514597515,RF_rank_only,35,35,2024,11
S2_dry_B12,0.02825953371747443,RF_rank_only,35,35,2024,12
L89_dry_Green,0.0281092153983696,RF_rank_only,35,35,2024,13
S2_wet_NBR,0.027846466043569516,RF_rank_only,35,35,2024,14
L89_dry_Red,0.027838054722326012,RF_rank_only,35,35,2024,15
S2_dry_B8,0.027438801871328834,RF_rank_only,35,35,2024,16
S2_dry_B6,0.02694790338360849,RF_rank_only,35,35,2024,17
S2_wet_B12,0.02691067010397308,RF_rank_only,35,35,2024,18
L89_dry_NBR2,0.02637595553634597,RF_rank_only,35,35,2024,19
L89_dry_SWIR2,0.026006657836910717,RF_rank_only,35,35,2024,20
L89_dry_NDVI,0.025628990430070664,RF_rank_only,35,35,2024,21
L89_dry_Blue,0.025618069856071887,RF_rank_only,35,35,2024,22
L89_dry_NBR,0.025596487575909252,RF_rank_only,35,35,2024,23
S2_dry_B7,0.024843144743902562,RF_rank_only,35,35,2024,24
L89_dry_SWIR1,0.024800413901518617,RF_rank_only,35,35,2024,25
S2_dry_NDI,0.024547886048539264,RF_rank_only,35,35,2024,26
L89_dry_BSI,0.0243999509747343,RF_rank_only,35,35,2024,27
S2_dry_B3,0.02439605427187791,RF_rank_only,35,35,2024,28
L89_dry_SWIR2_p75,0.02426828370167003,RF_rank_only,35,35,2024,29
S2_dry_NDWI,0.023540120609294425,RF_rank_only,35,35,2024,30
L89_dry_MSI,0.02352490475086383,RF_rank_only,35,35,2024,31
S2_dry_GNDVI,0.02280349394894758,RF_rank_only,35,35,2024,32
S2_dry_SR,0.021881756457184404,RF_rank_only,35,35,2024,33
L89_dry_NDMI,0.021579811603166438,RF_rank_only,35,35,2024,34
S2_dry_MTCI,0.018241305183973232,RF_rank_only,35,35,2024,35
S2_dry_CVI,0.049648124955229925,RF_rank_only,35,35,2025,1
DEM_elevation,0.044853897307742904,RF_rank_only,35,35,2025,2
S2_dry_MNDWI,0.043031683931303716,RF_rank_only,35,35,2025,3
S2_wet_NBR2,0.04270554931720831,RF_rank_only,35,35,2025,4
S1_VHasc_p50,0.03375405457068903,RF_rank_only,35,35,2025,5
S2_dry_B11,0.03330061493848016,RF_rank_only,35,35,2025,6
S2_dry_NBR2,0.03232071306165065,RF_rank_only,35,35,2025,7
S1_VVasc_p50,0.031451324345046446,RF_rank_only,35,35,2025,8
S2_wet_GNDVI,0.0299106411524369,RF_rank_only,35,35,2025,9
S2_wet_NDWI,0.029571185888392547,RF_rank_only,35,35,2025,10
S2_dry_B2,0.02883993862868558,RF_rank_only,35,35,2025,11
S2_dry_B12,0.0287775646428239,RF_rank_only,35,35,2025,12
S2_dry_B6,0.02860830737845277,RF_rank_only,35,35,2025,13
S2_dry_B8,0.028485324025828537,RF_rank_only,35,35,2025,14
L89_dry_Green,0.028479186782616402,RF_rank_only,35,35,2025,15
L89_dry_Red,0.02839509707405052,RF_rank_only,35,35,2025,16
L89_dry_NBR2,0.027599179859755858,RF_rank_only,35,35,2025,17
S2_wet_NBR,0.02753223437527941,RF_rank_only,35,35,2025,18
L89_dry_SWIR1,0.02587665356119194,RF_rank_only,35,35,2025,19
S2_dry_B3,0.025484769272236623,RF_rank_only,35,35,2025,20
S2_wet_B12,0.025386832704697715,RF_rank_only,35,35,2025,21
L89_dry_NDVI,0.02497895323887796,RF_rank_only,35,35,2025,22
L89_dry_SWIR2_p75,0.024611702781304742,RF_rank_only,35,35,2025,23
S2_dry_B7,0.024536464384167636,RF_rank_only,35,35,2025,24
L89_dry_BSI,0.024489704278250164,RF_rank_only,35,35,2025,25
L89_dry_Blue,0.02443137270211954,RF_rank_only,35,35,2025,26
L89_dry_SWIR2,0.02425870943531215,RF_rank_only,35,35,2025,27
S2_dry_NDI,0.023926859041427048,RF_rank_only,35,35,2025,28
L89_dry_NBR,0.023779800534423332,RF_rank_only,35,35,2025,29
S2_dry_NDWI,0.02319432661727858,RF_rank_only,35,35,2025,30
S2_dry_GNDVI,0.022922231954145195,RF_rank_only,35,35,2025,31
L89_dry_MSI,0.02233631140670161,RF_rank_only,35,35,2025,32
L89_dry_NDMI,0.022286780937704045,RF_rank_only,35,35,2025,33
S2_dry_SR,0.02227909265695538,RF_rank_only,35,35,2025,34
S2_dry_MTCI,0.01795481225753281,RF_rank_only,35,35,2025,35
S2_dry_CVI,0.05040053222128391,RF_rank_only,35,35,2026,1
DEM_elevation,0.045672542675356705,RF_rank_only,35,35,2026,2
S2_dry_MNDWI,0.043437259494410116,RF_rank_only,35,35,2026,3
S2_wet_NBR2,0.04266184348311781,RF_rank_only,35,35,2026,4
S1_VHasc_p50,0.03372478362961348,RF_rank_only,35,35,2026,5
S2_dry_NBR2,0.032790955836379976,RF_rank_only,35,35,2026,6
S1_VVasc_p50,0.03245369625529865,RF_rank_only,35,35,2026,7
S2_dry_B11,0.03100094597857371,RF_rank_only,35,35,2026,8
S2_wet_NDWI,0.030642814049470134,RF_rank_only,35,35,2026,9
S2_wet_GNDVI,0.029390411591169133,RF_rank_only,35,35,2026,10
S2_dry_B12,0.028491838051843663,RF_rank_only,35,35,2026,11
L89_dry_Green,0.028370908485719253,RF_rank_only,35,35,2026,12
S2_dry_B8,0.028323765308654044,RF_rank_only,35,35,2026,13
S2_dry_B2,0.02818863212055024,RF_rank_only,35,35,2026,14
L89_dry_Red,0.02814036652996474,RF_rank_only,35,35,2026,15
S2_wet_NBR,0.02783753711981486,RF_rank_only,35,35,2026,16
L89_dry_SWIR2,0.027447173049111276,RF_rank_only,35,35,2026,17
L89_dry_NBR2,0.027163910530058254,RF_rank_only,35,35,2026,18
S2_dry_B6,0.026360298707470507,RF_rank_only,35,35,2026,19
L89_dry_NDVI,0.025720757301541216,RF_rank_only,35,35,2026,20
S2_wet_B12,0.025620030885638096,RF_rank_only,35,35,2026,21
S2_dry_B3,0.02558073408031569,RF_rank_only,35,35,2026,22
L89_dry_BSI,0.025089198877542487,RF_rank_only,35,35,2026,23
L89_dry_SWIR1,0.024557454463511957,RF_rank_only,35,35,2026,24
S2_dry_B7,0.024527024242491206,RF_rank_only,35,35,2026,25
L89_dry_SWIR2_p75,0.024164538536285578,RF_rank_only,35,35,2026,26
L89_dry_Blue,0.02411462378738523,RF_rank_only,35,35,2026,27
S2_dry_NDI,0.02375662661002871,RF_rank_only,35,35,2026,28
S2_dry_NDWI,0.023746409640585917,RF_rank_only,35,35,2026,29
L89_dry_NBR,0.023127924447772834,RF_rank_only,35,35,2026,30
S2_dry_GNDVI,0.023025727561764627,RF_rank_only,35,35,2026,31
L89_dry_MSI,0.02250463782940528,RF_rank_only,35,35,2026,32
L89_dry_NDMI,0.022246131468014494,RF_rank_only,35,35,2026,33
S2_dry_SR,0.02212850170595781,RF_rank_only,35,35,2026,34
S2_dry_MTCI,0.017589463443898414,RF_rank_only,35,35,2026,35
S2_dry_CVI,0.04885755611425312,RF_rank_only,35,35,2027,1
DEM_elevation,0.04484032172104751,RF_rank_only,35,35,2027,2
S2_wet_NBR2,0.04378324925247389,RF_rank_only,35,35,2027,3
S2_dry_MNDWI,0.043205608564593115,RF_rank_only,35,35,2027,4
S1_VHasc_p50,0.035100837862316,RF_rank_only,35,35,2027,5
S2_dry_NBR2,0.03263470904761978,RF_rank_only,35,35,2027,6
S2_dry_B11,0.031977700794619104,RF_rank_only,35,35,2027,7
S1_VVasc_p50,0.03161977660055633,RF_rank_only,35,35,2027,8
S2_wet_NDWI,0.030962960114567725,RF_rank_only,35,35,2027,9
S2_wet_GNDVI,0.029842904875823906,RF_rank_only,35,35,2027,10
S2_dry_B2,0.0296428410916128,RF_rank_only,35,35,2027,11
L89_dry_NBR2,0.02870238407836531,RF_rank_only,35,35,2027,12
L89_dry_Green,0.028591252140318876,RF_rank_only,35,35,2027,13
S2_dry_B8,0.028410866053637244,RF_rank_only,35,35,2027,14
S2_wet_NBR,0.027780795891136675,RF_rank_only,35,35,2027,15
S2_dry_B12,0.027023528160269986,RF_rank_only,35,35,2027,16
L89_dry_Red,0.026394625465692028,RF_rank_only,35,35,2027,17
L89_dry_SWIR2,0.02633270368095233,RF_rank_only,35,35,2027,18
S2_dry_B6,0.026291166750441238,RF_rank_only,35,35,2027,19
L89_dry_SWIR1,0.02591505295093789,RF_rank_only,35,35,2027,20
L89_dry_BSI,0.02499796058959486,RF_rank_only,35,35,2027,21
S2_wet_B12,0.024992670830594876,RF_rank_only,35,35,2027,22
S2_dry_B3,0.02491959316223088,RF_rank_only,35,35,2027,23
S2_dry_NDI,0.024855799469224213,RF_rank_only,35,35,2027,24
L89_dry_NBR,0.02480993286366108,RF_rank_only,35,35,2027,25
S2_dry_B7,0.024677293423566816,RF_rank_only,35,35,2027,26
L89_dry_NDVI,0.024609049765956386,RF_rank_only,35,35,2027,27
S2_dry_GNDVI,0.0242066918259626,RF_rank_only,35,35,2027,28
L89_dry_SWIR2_p75,0.02408447607583401,RF_rank_only,35,35,2027,29
L89_dry_Blue,0.023863319861692257,RF_rank_only,35,35,2027,30
S2_dry_NDWI,0.022863661746734713,RF_rank_only,35,35,2027,31
L89_dry_MSI,0.022698740777490657,RF_rank_only,35,35,2027,32
L89_dry_NDMI,0.021617888959467674,RF_rank_only,35,35,2027,33
S2_dry_SR,0.020883922616195316,RF_rank_only,35,35,2027,34
S2_dry_MTCI,0.01800815682055876,RF_rank_only,35,35,2027,35
S2_dry_CVI,0.04910842397327946,RF_rank_only,35,35,2028,1
DEM_elevation,0.04472012894389543,RF_rank_only,35,35,2028,2
S2_wet_NBR2,0.043698550287385736,RF_rank_only,35,35,2028,3
S2_dry_MNDWI,0.0415421458565044,RF_rank_only,35,35,2028,4
S1_VHasc_p50,0.03484953010342009,RF_rank_only,35,35,2028,5
S2_dry_NBR2,0.03283732254467528,RF_rank_only,35,35,2028,6
S2_dry_B11,0.03217982293330572,RF_rank_only,35,35,2028,7
S1_VVasc_p50,0.0318292198928522,RF_rank_only,35,35,2028,8
S2_wet_NDWI,0.0302666598590799,RF_rank_only,35,35,2028,9
S2_dry_B2,0.029119591148148483,RF_rank_only,35,35,2028,10
S2_wet_GNDVI,0.029078717307893485,RF_rank_only,35,35,2028,11
L89_dry_Green,0.02906292341984041,RF_rank_only,35,35,2028,12
S2_dry_B8,0.02824748121447818,RF_rank_only,35,35,2028,13
S2_dry_B12,0.027905726038412862,RF_rank_only,35,35,2028,14
S2_wet_NBR,0.027788540163615726,RF_rank_only,35,35,2028,15
S2_dry_B6,0.02771865258084291,RF_rank_only,35,35,2028,16
L89_dry_Red,0.027532825752832495,RF_rank_only,35,35,2028,17
L89_dry_NBR2,0.02712097510589113,RF_rank_only,35,35,2028,18
L89_dry_SWIR2,0.026128657888357158,RF_rank_only,35,35,2028,19
S2_wet_B12,0.025732895086642064,RF_rank_only,35,35,2028,20
L89_dry_SWIR1,0.025592744093947788,RF_rank_only,35,35,2028,21
L89_dry_NDVI,0.025199507236496794,RF_rank_only,35,35,2028,22
S2_dry_GNDVI,0.025115467517662707,RF_rank_only,35,35,2028,23
L89_dry_SWIR2_p75,0.025093618293652916,RF_rank_only,35,35,2028,24
S2_dry_B3,0.024929893341830656,RF_rank_only,35,35,2028,25
S2_dry_NDI,0.024591038061536202,RF_rank_only,35,35,2028,26
S2_dry_NDWI,0.024490104181323632,RF_rank_only,35,35,2028,27
L89_dry_BSI,0.024202014073233667,RF_rank_only,35,35,2028,28
L89_dry_Blue,0.02393665007998808,RF_rank_only,35,35,2028,29
L89_dry_NBR,0.023854489930020536,RF_rank_only,35,35,2028,30
S2_dry_B7,0.023539610846207037,RF_rank_only,35,35,2028,31
L89_dry_NDMI,0.021847095253403684,RF_rank_only,35,35,2028,32
L89_dry_MSI,0.02167242890911922,RF_rank_only,35,35,2028,33
S2_dry_SR,0.021068836155960998,RF_rank_only,35,35,2028,34
S2_dry_MTCI,0.018397711924262917,RF_rank_only,35,35,2028,35
S2_dry_CVI,0.04430498818888637,RF_rank_only,40,40,2024,1
DEM_elevation,0.039569887361757004,RF_rank_only,40,40,2024,2
S2_dry_MNDWI,0.03937935943683557,RF_rank_only,40,40,2024,3
S2_wet_NBR2,0.036702330625284225,RF_rank_only,40,40,2024,4
S1_VHasc_p50,0.031599690537195003,RF_rank_only,40,40,2024,5
S2_dry_B11,0.02946251890141131,RF_rank_only,40,40,2024,6
S1_VVasc_p50,0.029002778262479104,RF_rank_only,40,40,2024,7
S2_dry_B2,0.02791978219144674,RF_rank_only,40,40,2024,8
L89_wet_NBR2,0.02706779345441855,RF_rank_only,40,40,2024,9
S2_dry_NBR2,0.02702531413949936,RF_rank_only,40,40,2024,10
S2_wet_NDWI,0.02632282410122222,RF_rank_only,40,40,2024,11
S2_dry_B12,0.02593127856043673,RF_rank_only,40,40,2024,12
L89_dry_Green,0.025629276522243952,RF_rank_only,40,40,2024,13
S2_wet_GNDVI,0.025518651574949626,RF_rank_only,40,40,2024,14
L89_dry_Red,0.02498039210938466,RF_rank_only,40,40,2024,15
L89_dry_SWIR2,0.02443556956945245,RF_rank_only,40,40,2024,16
L89_dry_NDVI,0.024179799400146154,RF_rank_only,40,40,2024,17
S2_dry_B6,0.02408585492942291,RF_rank_only,40,40,2024,18
S2_wet_NBR,0.023771623275272928,RF_rank_only,40,40,2024,19
L89_dry_NBR2,0.023334470753234412,RF_rank_only,40,40,2024,20
S2_dry_B8,0.023329138038479028,RF_rank_only,40,40,2024,21
S2_dry_B3,0.02305413604066483,RF_rank_only,40,40,2024,22
L89_dry_BSI,0.02300446929167374,RF_rank_only,40,40,2024,23
L89_dry_Blue,0.02258480454338629,RF_rank_only,40,40,2024,24
L89_dry_SWIR1,0.022068230957220693,RF_rank_only,40,40,2024,25
S2_wet_B12,0.022040346569215757,RF_rank_only,40,40,2024,26
S2_dry_GNDVI,0.021997608043057632,RF_rank_only,40,40,2024,27
L89_dry_NIR,0.021996921299418215,RF_rank_only,40,40,2024,28
S2_dry_NDWI,0.021847664169784994,RF_rank_only,40,40,2024,29
L89_dry_NBR,0.021761787389097776,RF_rank_only,40,40,2024,30
S2_dry_NDI,0.021629629434007657,RF_rank_only,40,40,2024,31
S2_dry_B7,0.021563046929706505,RF_rank_only,40,40,2024,32
L89_dry_SWIR2_p75,0.021422511020108552,RF_rank_only,40,40,2024,33
S2_wet_CVI,0.020455597348195072,RF_rank_only,40,40,2024,34
L89_dry_MSI,0.020357769187005235,RF_rank_only,40,40,2024,35
L89_dry_NDMI,0.020276015580560827,RF_rank_only,40,40,2024,36
S2_dry_MSR,0.019512834782855655,RF_rank_only,40,40,2024,37
S2_dry_SR,0.01840446445841393,RF_rank_only,40,40,2024,38
S2_dry_MTCI,0.016588746300497496,RF_rank_only,40,40,2024,39
S2_wet_B11,0.015880094721670898,RF_rank_only,40,40,2024,40
S2_dry_CVI,0.04497857101044168,RF_rank_only,40,40,2025,1
DEM_elevation,0.03981710572960789,RF_rank_only,40,40,2025,2
S2_wet_NBR2,0.038781908100887615,RF_rank_only,40,40,2025,3
S2_dry_MNDWI,0.03806401922432208,RF_rank_only,40,40,2025,4
S1_VHasc_p50,0.03163900933666681,RF_rank_only,40,40,2025,5
S2_dry_B11,0.029825808311319986,RF_rank_only,40,40,2025,6
S1_VVasc_p50,0.028577376126345144,RF_rank_only,40,40,2025,7
S2_dry_NBR2,0.02798410785030327,RF_rank_only,40,40,2025,8
S2_wet_NDWI,0.027022940183389535,RF_rank_only,40,40,2025,9
S2_dry_B2,0.026913987832058797,RF_rank_only,40,40,2025,10
L89_wet_NBR2,0.02629051417111017,RF_rank_only,40,40,2025,11
S2_wet_GNDVI,0.026271090433023617,RF_rank_only,40,40,2025,12
L89_dry_Green,0.025404781110671033,RF_rank_only,40,40,2025,13
L89_dry_Red,0.025096873465494187,RF_rank_only,40,40,2025,14
S2_dry_B12,0.02483948916825889,RF_rank_only,40,40,2025,15
L89_dry_SWIR2,0.02450959513767445,RF_rank_only,40,40,2025,16
S2_dry_B6,0.024390107154861368,RF_rank_only,40,40,2025,17
S2_dry_B3,0.024061951803333186,RF_rank_only,40,40,2025,18
L89_dry_NBR2,0.02403798627229946,RF_rank_only,40,40,2025,19
S2_dry_B8,0.023813947796448326,RF_rank_only,40,40,2025,20
L89_dry_NDVI,0.02343615758200811,RF_rank_only,40,40,2025,21
L89_dry_SWIR1,0.023173158844097864,RF_rank_only,40,40,2025,22
S2_wet_NBR,0.023126476424276503,RF_rank_only,40,40,2025,23
L89_dry_BSI,0.022665916646053854,RF_rank_only,40,40,2025,24
L89_dry_Blue,0.022620877027389696,RF_rank_only,40,40,2025,25
L89_dry_NIR,0.022106797216613013,RF_rank_only,40,40,2025,26
L89_dry_NBR,0.021918192648729035,RF_rank_only,40,40,2025,27
S2_dry_B7,0.021748232964320713,RF_rank_only,40,40,2025,28
L89_dry_MSI,0.02164301565136969,RF_rank_only,40,40,2025,29
S2_dry_NDWI,0.021493645877555093,RF_rank_only,40,40,2025,30
L89_dry_SWIR2_p75,0.021449532410362657,RF_rank_only,40,40,2025,31
S2_wet_B12,0.021165003357143962,RF_rank_only,40,40,2025,32
L89_dry_NDMI,0.021032325055067358,RF_rank_only,40,40,2025,33
S2_dry_NDI,0.021031666948671434,RF_rank_only,40,40,2025,34
S2_dry_GNDVI,0.020070459332141972,RF_rank_only,40,40,2025,35
S2_wet_CVI,0.019787851384598352,RF_rank_only,40,40,2025,36
S2_dry_MSR,0.019123802796448337,RF_rank_only,40,40,2025,37
S2_dry_SR,0.017740126822286366,RF_rank_only,40,40,2025,38
S2_dry_MTCI,0.016471511721729032,RF_rank_only,40,40,2025,39
S2_wet_B11,0.0158740790706195,RF_rank_only,40,40,2025,40
S2_dry_CVI,0.04580656407392429,RF_rank_only,40,40,2026,1
S2_dry_MNDWI,0.04050163212072361,RF_rank_only,40,40,2026,2
DEM_elevation,0.04013897349488665,RF_rank_only,40,40,2026,3
S2_wet_NBR2,0.0395145733965918,RF_rank_only,40,40,2026,4
S1_VHasc_p50,0.032798298957669406,RF_rank_only,40,40,2026,5
S2_dry_B11,0.02900790719158925,RF_rank_only,40,40,2026,6
S1_VVasc_p50,0.02850313160503857,RF_rank_only,40,40,2026,7
S2_dry_NBR2,0.028482368292537266,RF_rank_only,40,40,2026,8
S2_dry_B2,0.02679863755890424,RF_rank_only,40,40,2026,9
S2_wet_GNDVI,0.025945786923727465,RF_rank_only,40,40,2026,10
L89_wet_NBR2,0.02583367352936161,RF_rank_only,40,40,2026,11
S2_dry_B12,0.025330089517095866,RF_rank_only,40,40,2026,12
L89_dry_Green,0.025255152767326504,RF_rank_only,40,40,2026,13
S2_wet_NDWI,0.02492521484665144,RF_rank_only,40,40,2026,14
L89_dry_Red,0.02437106040096896,RF_rank_only,40,40,2026,15
S2_dry_B6,0.024220085784300332,RF_rank_only,40,40,2026,16
L89_dry_SWIR2,0.02348714747280606,RF_rank_only,40,40,2026,17
S2_wet_NBR,0.023454640304177637,RF_rank_only,40,40,2026,18
L89_dry_SWIR1,0.02337546063485788,RF_rank_only,40,40,2026,19
L89_dry_NBR2,0.023368254670924803,RF_rank_only,40,40,2026,20
S2_dry_B8,0.02316024182521863,RF_rank_only,40,40,2026,21
L89_dry_NDVI,0.023090958132124542,RF_rank_only,40,40,2026,22
L89_dry_NBR,0.023015848516829255,RF_rank_only,40,40,2026,23
L89_dry_NIR,0.022531577900975312,RF_rank_only,40,40,2026,24
S2_dry_B3,0.02238898269587202,RF_rank_only,40,40,2026,25
L89_dry_Blue,0.02236806533861028,RF_rank_only,40,40,2026,26
S2_wet_B12,0.022203547582142054,RF_rank_only,40,40,2026,27
L89_dry_SWIR2_p75,0.02219004284576289,RF_rank_only,40,40,2026,28
L89_dry_BSI,0.021852135358817117,RF_rank_only,40,40,2026,29
S2_dry_GNDVI,0.02183290769162506,RF_rank_only,40,40,2026,30
S2_dry_B7,0.02160256820556258,RF_rank_only,40,40,2026,31
S2_dry_NDI,0.021536710277107168,RF_rank_only,40,40,2026,32
L89_dry_MSI,0.02106842055479318,RF_rank_only,40,40,2026,33
L89_dry_NDMI,0.020661412249138002,RF_rank_only,40,40,2026,34
S2_wet_CVI,0.02055498986567126,RF_rank_only,40,40,2026,35
S2_dry_NDWI,0.01996451547111957,RF_rank_only,40,40,2026,36
S2_dry_SR,0.019195077038420907,RF_rank_only,40,40,2026,37
S2_dry_MSR,0.018839230966333644,RF_rank_only,40,40,2026,38
S2_dry_MTCI,0.015434312686315631,RF_rank_only,40,40,2026,39
S2_wet_B11,0.015389801253497357,RF_rank_only,40,40,2026,40
S2_dry_CVI,0.044809551764420086,RF_rank_only,40,40,2027,1
DEM_elevation,0.040158331537714864,RF_rank_only,40,40,2027,2
S2_dry_MNDWI,0.03943845021032354,RF_rank_only,40,40,2027,3
S2_wet_NBR2,0.03642042561565856,RF_rank_only,40,40,2027,4
S1_VHasc_p50,0.031294149149726044,RF_rank_only,40,40,2027,5
S1_VVasc_p50,0.029336605223073093,RF_rank_only,40,40,2027,6
S2_dry_NBR2,0.02849809559409957,RF_rank_only,40,40,2027,7
S2_dry_B11,0.028217665213506535,RF_rank_only,40,40,2027,8
L89_wet_NBR2,0.026609077725953025,RF_rank_only,40,40,2027,9
L89_dry_Green,0.026476554459437078,RF_rank_only,40,40,2027,10
S2_wet_NDWI,0.02638247627528082,RF_rank_only,40,40,2027,11
S2_wet_GNDVI,0.026330552072325937,RF_rank_only,40,40,2027,12
S2_dry_B2,0.026133939675872547,RF_rank_only,40,40,2027,13
S2_dry_B12,0.025783207286422194,RF_rank_only,40,40,2027,14
S2_dry_B6,0.024576434275557547,RF_rank_only,40,40,2027,15
L89_dry_SWIR2,0.024558711787149197,RF_rank_only,40,40,2027,16
L89_dry_Red,0.024035642844579617,RF_rank_only,40,40,2027,17
S2_dry_B3,0.023280295758791265,RF_rank_only,40,40,2027,18
S2_dry_B8,0.023170825622094483,RF_rank_only,40,40,2027,19
L89_dry_SWIR1,0.023157852079043435,RF_rank_only,40,40,2027,20
L89_dry_SWIR2_p75,0.023072377784432177,RF_rank_only,40,40,2027,21
L89_dry_NBR2,0.022901331192028637,RF_rank_only,40,40,2027,22
L89_dry_BSI,0.022746272194105962,RF_rank_only,40,40,2027,23
L89_dry_Blue,0.022488548699865368,RF_rank_only,40,40,2027,24
S2_wet_B12,0.022465203544614596,RF_rank_only,40,40,2027,25
S2_dry_B7,0.02235499280434391,RF_rank_only,40,40,2027,26
S2_wet_NBR,0.022331114143045346,RF_rank_only,40,40,2027,27
S2_dry_GNDVI,0.022303849654496142,RF_rank_only,40,40,2027,28
L89_dry_NDVI,0.022109410855250804,RF_rank_only,40,40,2027,29
S2_dry_NDWI,0.02204195701534233,RF_rank_only,40,40,2027,30
L89_dry_NBR,0.021812755503831174,RF_rank_only,40,40,2027,31
S2_dry_NDI,0.02181252682401098,RF_rank_only,40,40,2027,32
L89_dry_NIR,0.021595372317605534,RF_rank_only,40,40,2027,33
L89_dry_MSI,0.021499910582677216,RF_rank_only,40,40,2027,34
L89_dry_NDMI,0.020919967816971228,RF_rank_only,40,40,2027,35
S2_wet_CVI,0.020132477490894266,RF_rank_only,40,40,2027,36
S2_dry_SR,0.019335374386865726,RF_rank_only,40,40,2027,37
S2_dry_MSR,0.01867698989548214,RF_rank_only,40,40,2027,38
S2_dry_MTCI,0.015994369768600955,RF_rank_only,40,40,2027,39
S2_wet_B11,0.01473635335450619,RF_rank_only,40,40,2027,40
S2_dry_CVI,0.04656552353876883,RF_rank_only,40,40,2028,1
DEM_elevation,0.039278956935740975,RF_rank_only,40,40,2028,2
S2_dry_MNDWI,0.03813987733043337,RF_rank_only,40,40,2028,3
S2_wet_NBR2,0.037443608606736865,RF_rank_only,40,40,2028,4
S1_VHasc_p50,0.0320689699165838,RF_rank_only,40,40,2028,5
S2_dry_B11,0.028795862946962507,RF_rank_only,40,40,2028,6
S2_dry_NBR2,0.028558095555304926,RF_rank_only,40,40,2028,7
S1_VVasc_p50,0.028257264156747976,RF_rank_only,40,40,2028,8
L89_wet_NBR2,0.027054644945411137,RF_rank_only,40,40,2028,9
S2_dry_B2,0.026772400965392715,RF_rank_only,40,40,2028,10
S2_wet_GNDVI,0.026298927554559946,RF_rank_only,40,40,2028,11
S2_wet_NDWI,0.026275513238470063,RF_rank_only,40,40,2028,12
L89_dry_Green,0.025168956109526307,RF_rank_only,40,40,2028,13
S2_dry_B12,0.024851816875091713,RF_rank_only,40,40,2028,14
L89_dry_Red,0.02458344832198695,RF_rank_only,40,40,2028,15
S2_dry_B8,0.024537817989322242,RF_rank_only,40,40,2028,16
S2_dry_B6,0.02436651106449469,RF_rank_only,40,40,2028,17
S2_dry_B3,0.024106041418641255,RF_rank_only,40,40,2028,18
L89_dry_SWIR2,0.024001088938069272,RF_rank_only,40,40,2028,19
S2_wet_NBR,0.023866720645180802,RF_rank_only,40,40,2028,20
L89_dry_NBR2,0.0236530453022803,RF_rank_only,40,40,2028,21
L89_dry_NDVI,0.02351030966056719,RF_rank_only,40,40,2028,22
L89_dry_BSI,0.02295663125274341,RF_rank_only,40,40,2028,23
L89_dry_Blue,0.02258830567401828,RF_rank_only,40,40,2028,24
L89_dry_NIR,0.022378028338278233,RF_rank_only,40,40,2028,25
L89_dry_SWIR1,0.022367516693740683,RF_rank_only,40,40,2028,26
S2_dry_NDI,0.022280029402629836,RF_rank_only,40,40,2028,27
L89_dry_SWIR2_p75,0.021870984357665296,RF_rank_only,40,40,2028,28
S2_wet_B12,0.02179919440984546,RF_rank_only,40,40,2028,29
S2_dry_B7,0.021724662324076445,RF_rank_only,40,40,2028,30
L89_dry_NBR,0.021576983378547663,RF_rank_only,40,40,2028,31
L89_dry_MSI,0.02126713847484995,RF_rank_only,40,40,2028,32
S2_dry_GNDVI,0.020989897712512275,RF_rank_only,40,40,2028,33
S2_dry_NDWI,0.020935872586756263,RF_rank_only,40,40,2028,34
L89_dry_NDMI,0.020775943102779533,RF_rank_only,40,40,2028,35
S2_wet_CVI,0.01993145880556362,RF_rank_only,40,40,2028,36
S2_dry_SR,0.019662011069581254,RF_rank_only,40,40,2028,37
S2_dry_MSR,0.017923665252830675,RF_rank_only,40,40,2028,38
S2_wet_B11,0.015914824250926152,RF_rank_only,40,40,2028,39
S2_dry_MTCI,0.014901450896381232,RF_rank_only,40,40,2028,40
S2_dry_CVI,0.08134310635289116,RF_Pearson,20,20,2024,1
S2_wet_NBR2,0.07429118211763167,RF_Pearson,20,20,2024,2
DEM_elevation,0.07056156735928687,RF_Pearson,20,20,2024,3
S2_dry_MNDWI,0.06529433703591635,RF_Pearson,20,20,2024,4
S2_dry_B11,0.05272461848264532,RF_Pearson,20,20,2024,5
S1_VHasc_p50,0.05251664975106478,RF_Pearson,20,20,2024,6
S2_dry_B2,0.052197653236188885,RF_Pearson,20,20,2024,7
L89_dry_Red,0.04970523349460658,RF_Pearson,20,20,2024,8
S1_VVasc_p50,0.049124362390443,RF_Pearson,20,20,2024,9
S2_wet_GNDVI,0.049032280869864144,RF_Pearson,20,20,2024,10
L89_dry_NBR2,0.046744263798903854,RF_Pearson,20,20,2024,11
S2_dry_B8,0.0454908234649107,RF_Pearson,20,20,2024,12
L89_dry_SWIR2_p75,0.04495774914448092,RF_Pearson,20,20,2024,13
L89_dry_NDVI,0.04286463581527825,RF_Pearson,20,20,2024,14
L89_dry_BSI,0.04167934130092398,RF_Pearson,20,20,2024,15
L89_dry_MSI,0.03975737738187056,RF_Pearson,20,20,2024,16
