main_strategy,best_feature_count_by_mean,best_coffee_subclass_macro_f1_mean,best_coffee_subclass_macro_f1_sd,one_sd_threshold,recommended_feature_count_one_sd_rule,recommended_coffee_subclass_macro_f1_mean,recommended_oa_mean
RF_Pearson,40,0.8899797509655922,0.003789520215196017,0.8861902307503963,30,0.8894308169631342,0.9317777777777778
