block_size_km,fold,feature,ranking_importance,rank,selected,source_group,season_or_orbit,feature_family
10,3,L89_wet_SWIR1,0.006456325156583928,78,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,3,L89_wet_SWIR2_p75,0.006400783435566092,79,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,3,L89_wet_MSI,0.006280845787932724,80,False,Landsat 8/9 optical,wet,spectral_index
10,3,S1_VVminusVH_asc_p50,0.006103023763468779,81,False,Sentinel-1 SAR,ascending,sar_backscatter_metric
10,3,L89_wet_Green,0.005990892852414361,82,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,3,S1_VVdesc_p50,0.005884481068618417,83,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S2_wet_NDI,0.005535497178864735,84,False,Sentinel-2 optical,wet,spectral_index
10,3,S1_VHdesc_p25,0.005519099271867724,85,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S1_VHdesc_p50,0.005442119333958643,86,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S1_VHdesc_p75,0.005209821060730324,87,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S1_VVdesc_p25,0.005104803639530939,88,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S1_VH_glcm_asm_5x5,0.004185582492377381,89,False,Sentinel-1 SAR,static_or_annual,texture
10,3,S1_VH_glcm_ent_5x5,0.004029450967117212,90,False,Sentinel-1 SAR,static_or_annual,texture
10,3,S1_VVdesc_p75,0.0038135947522299723,91,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S2_wet_PSRI,0.003713389331965369,92,False,Sentinel-2 optical,wet,spectral_index
10,3,DEM_hillshade,0.0029493784608186817,93,False,DEM/topography,static_or_annual,topographic
10,3,S1_VVminusVH_desc_p50,0.002755604741965598,94,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S1_VHdesc_std,0.0026145345219795585,95,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,S1_VVdesc_std,0.0021901852802363427,96,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,3,DEM_aspect,0.002138591432601053,97,False,DEM/topography,static_or_annual,topographic
10,4,S2_dry_CVI,0.02299758197936223,1,True,Sentinel-2 optical,dry,spectral_index
10,4,DEM_elevation,0.02109865344699751,2,True,DEM/topography,static_or_annual,topographic
10,4,S2_dry_MNDWI,0.018741857384978734,3,True,Sentinel-2 optical,dry,spectral_index
10,4,S2_dry_B6,0.017199987192524316,4,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,S2_dry_B11,0.017121988386163006,5,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,S1_VHasc_p50,0.016939339481206718,6,True,Sentinel-1 SAR,ascending,sar_backscatter_metric
10,4,S2_wet_NBR2,0.015991319350137603,7,True,Sentinel-2 optical,wet,spectral_index
10,4,L89_dry_Red,0.015803302423148303,8,True,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,4,L89_dry_Green,0.015761813130960006,9,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,4,S2_dry_NDI,0.01572674163570407,10,True,Sentinel-2 optical,dry,spectral_index
10,4,L89_dry_NBR2,0.015651909152658502,11,True,Landsat 8/9 optical,dry,spectral_index
10,4,S1_VVasc_p50,0.01552672234432744,12,True,Sentinel-1 SAR,ascending,sar_backscatter_metric
10,4,S2_dry_B12,0.015072727595899945,13,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,L89_dry_SWIR2,0.015058918490101388,14,True,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,4,L89_wet_NBR2,0.014769665172887934,15,True,Landsat 8/9 optical,wet,spectral_index
10,4,S2_dry_B2,0.014545451959254345,16,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,S2_wet_GNDVI,0.01448420897401114,17,True,Sentinel-2 optical,wet,spectral_index
10,4,L89_dry_NBR,0.014171382989328215,18,False,Landsat 8/9 optical,dry,spectral_index
10,4,S2_dry_NBR2,0.014082887340623771,19,False,Sentinel-2 optical,dry,spectral_index
10,4,L89_dry_Blue,0.013816551847636761,20,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,4,L89_dry_NDMI,0.013766900281033114,21,True,Landsat 8/9 optical,dry,spectral_index
10,4,L89_dry_SWIR2_p75,0.013643102820877042,22,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,4,S2_wet_NDWI,0.013458532011508068,23,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_dry_B5,0.013418313923813168,24,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,L89_dry_NIR,0.01317386564257277,25,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,4,L89_dry_BSI,0.012939337111766099,26,False,Landsat 8/9 optical,dry,spectral_index
10,4,S2_dry_B3,0.012885048750627877,27,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,L89_dry_NDVI,0.012724945056682658,28,True,Landsat 8/9 optical,dry,spectral_index
10,4,S2_wet_NDVI,0.012656360553799413,29,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_dry_B7,0.012448091803858474,30,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,S2_wet_NBR,0.012433011735063773,31,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_dry_GNDVI,0.012334865800786705,32,True,Sentinel-2 optical,dry,spectral_index
10,4,S2_dry_MSR,0.012320656070630287,33,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_dry_B8,0.01216133311487859,34,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,S2_wet_B12,0.012048731066240255,35,True,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,S2_dry_NDWI,0.0119139460746421,36,False,Sentinel-2 optical,dry,spectral_index
10,4,L89_dry_SWIR1,0.011803625227062601,37,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,4,S2_wet_CVI,0.011541275717921257,38,True,Sentinel-2 optical,wet,spectral_index
10,4,L89_dry_MSI,0.0112836670754722,39,True,Landsat 8/9 optical,dry,spectral_index
10,4,S2_dry_NBR,0.011191070337654176,40,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_dry_RDVI,0.011124079630537534,41,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_wet_NDVI_RE,0.010907142072885673,42,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_wet_MNDWI,0.010847808119916553,43,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_dry_PSRI,0.010525470954232948,44,True,Sentinel-2 optical,dry,spectral_index
10,4,S2_dry_B4,0.010325985963776587,45,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,4,S2_dry_SR,0.01018910819495017,46,True,Sentinel-2 optical,dry,spectral_index
10,4,S2_dry_NDVI,0.010108918365697758,47,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_wet_NLI,0.010062420526318302,48,True,Sentinel-2 optical,wet,spectral_index
10,4,S2_dry_NDMI,0.01004826745428657,49,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_dry_NDVI_RE,0.00994484693315273,50,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_wet_MSR,0.00993175730906457,51,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_wet_B2,0.009837330513752773,52,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,S2_dry_NLI,0.00936806186677146,53,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_wet_B7,0.009325321511885998,54,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,S2_dry_MTCI,0.009299120130470035,55,False,Sentinel-2 optical,dry,spectral_index
10,4,S2_wet_B8,0.009295055308661558,56,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,S2_wet_RDVI,0.0092494246976589,57,False,Sentinel-2 optical,wet,spectral_index
10,4,L89_wet_NBR,0.009158264394200253,58,False,Landsat 8/9 optical,wet,spectral_index
10,4,S2_wet_MTCI,0.009137972740370072,59,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_wet_B4,0.00888894119015686,60,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,S2_wet_CI_RE,0.008808994570727181,61,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_wet_SR,0.008774803464154718,62,False,Sentinel-2 optical,wet,spectral_index
10,4,S2_wet_B11,0.008722258274595258,63,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,S2_wet_B6,0.008530195025341697,64,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,S1_VH_glcm_contrast_5x5,0.008509686192841478,65,False,Sentinel-1 SAR,static_or_annual,texture
10,4,S2_dry_CI_RE,0.008175200503092893,66,False,Sentinel-2 optical,dry,spectral_index
10,4,S1_VVminusVH_asc_p50,0.008087496625421933,67,False,Sentinel-1 SAR,ascending,sar_backscatter_metric
10,4,S2_wet_B3,0.008045547868431514,68,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,DEM_slope,0.007960239281350236,69,False,DEM/topography,static_or_annual,topographic
10,4,S2_wet_NDI,0.007883435888036647,70,False,Sentinel-2 optical,wet,spectral_index
10,4,L89_wet_NDVI,0.007840239129227685,71,False,Landsat 8/9 optical,wet,spectral_index
10,4,S2_wet_NDMI,0.007810092187274406,72,False,Sentinel-2 optical,wet,spectral_index
10,4,S1_VHdesc_p50,0.00753209012672337,73,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,L89_wet_SWIR2,0.007044706856720305,74,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,4,L89_wet_NIR,0.006969061805795418,75,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,4,S1_VHdesc_p25,0.006939910170311156,76,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,L89_wet_Blue,0.00691406037361231,77,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,4,L89_wet_BSI,0.006671287694076207,78,False,Landsat 8/9 optical,wet,spectral_index
10,4,L89_wet_SWIR1,0.006395181190074276,79,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,4,S1_VVdesc_p25,0.006090674718183917,80,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,S2_wet_B5,0.005927051637029453,81,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,4,L89_wet_NDMI,0.005844983157339417,82,False,Landsat 8/9 optical,wet,spectral_index
10,4,L89_wet_SWIR2_p75,0.005802612909339302,83,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,4,S1_VVdesc_p50,0.005600055086725108,84,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,L89_wet_MSI,0.0055897276511364495,85,False,Landsat 8/9 optical,wet,spectral_index
10,4,L89_wet_Red,0.005444170592075269,86,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,4,L89_wet_Green,0.00510286712981387,87,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,4,S2_wet_PSRI,0.005019527800608225,88,False,Sentinel-2 optical,wet,spectral_index
10,4,S1_VVdesc_p75,0.004989846948621721,89,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,S1_VH_glcm_ent_5x5,0.004257683130359031,90,False,Sentinel-1 SAR,static_or_annual,texture
10,4,S1_VHdesc_p75,0.004254255921304443,91,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,S1_VH_glcm_asm_5x5,0.0039029283970137252,92,False,Sentinel-1 SAR,static_or_annual,texture
10,4,S1_VHdesc_std,0.00305156244518655,93,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,DEM_hillshade,0.0029651962610416347,94,False,DEM/topography,static_or_annual,topographic
10,4,S1_VVdesc_std,0.0022637933241594905,95,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,S1_VVminusVH_desc_p50,0.002194059023818722,96,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,4,DEM_aspect,0.0017995283048850281,97,False,DEM/topography,static_or_annual,topographic
10,5,S2_dry_CVI,0.022547690611722675,1,True,Sentinel-2 optical,dry,spectral_index
10,5,DEM_elevation,0.021411011666947883,2,True,DEM/topography,static_or_annual,topographic
10,5,S2_dry_MNDWI,0.019607785995681467,3,True,Sentinel-2 optical,dry,spectral_index
10,5,S1_VHasc_p50,0.01668173725086912,4,True,Sentinel-1 SAR,ascending,sar_backscatter_metric
10,5,L89_dry_Green,0.01582320163272761,5,True,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,5,S2_wet_GNDVI,0.015734082840050158,6,True,Sentinel-2 optical,wet,spectral_index
10,5,S2_dry_B3,0.015246634955096096,7,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,S2_wet_NBR2,0.015227138978454178,8,True,Sentinel-2 optical,wet,spectral_index
10,5,S2_dry_NBR2,0.015206099694393285,9,True,Sentinel-2 optical,dry,spectral_index
10,5,S2_dry_B2,0.014928135670194697,10,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,S2_dry_B11,0.014850918571474152,11,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,L89_dry_SWIR2,0.014752441645393573,12,True,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,5,L89_dry_Blue,0.014692917958401627,13,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,5,L89_dry_SWIR1,0.014249882432128283,14,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,5,S2_dry_B7,0.014151458416562497,15,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,S2_dry_B12,0.014004747185909437,16,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,S2_dry_GNDVI,0.013905078169939716,17,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_dry_NDI,0.013837522347051642,18,True,Sentinel-2 optical,dry,spectral_index
10,5,L89_dry_Red,0.013830305094445982,19,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,5,S2_dry_B6,0.013732927627340514,20,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,S2_wet_NDWI,0.013330060847976031,21,False,Sentinel-2 optical,wet,spectral_index
10,5,L89_dry_NDMI,0.013262304120015873,22,True,Landsat 8/9 optical,dry,spectral_index
10,5,L89_wet_NBR2,0.013170034107119293,23,True,Landsat 8/9 optical,wet,spectral_index
10,5,S2_dry_B8,0.013014872843376851,24,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,L89_dry_NBR2,0.01286533790467721,25,False,Landsat 8/9 optical,dry,spectral_index
10,5,S2_dry_NLI,0.012794334291721466,26,True,Sentinel-2 optical,dry,spectral_index
10,5,L89_dry_NIR,0.012565968578996245,27,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,5,L89_dry_SWIR2_p75,0.012526962643164599,28,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
10,5,S2_wet_B12,0.012354996592723096,29,True,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,L89_dry_MSI,0.012246907038829748,30,True,Landsat 8/9 optical,dry,spectral_index
10,5,S2_wet_NLI,0.012185379280141953,31,True,Sentinel-2 optical,wet,spectral_index
10,5,S2_wet_CI_RE,0.012101131618236406,32,False,Sentinel-2 optical,wet,spectral_index
10,5,S1_VVasc_p50,0.012092773783616215,33,True,Sentinel-1 SAR,ascending,sar_backscatter_metric
10,5,L89_dry_BSI,0.011997614251673052,34,False,Landsat 8/9 optical,dry,spectral_index
10,5,L89_dry_NBR,0.011894518396821523,35,False,Landsat 8/9 optical,dry,spectral_index
10,5,S2_wet_CVI,0.0116788412944946,36,True,Sentinel-2 optical,wet,spectral_index
10,5,S2_dry_PSRI,0.011436554834540764,37,True,Sentinel-2 optical,dry,spectral_index
10,5,S2_wet_NBR,0.011405286230827188,38,False,Sentinel-2 optical,wet,spectral_index
10,5,S2_dry_SR,0.01134925505279136,39,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_dry_RDVI,0.011332657853991429,40,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_dry_NDWI,0.01124891106336857,41,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_dry_NDMI,0.011212843765907823,42,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_wet_MNDWI,0.01119273665316608,43,False,Sentinel-2 optical,wet,spectral_index
10,5,S2_dry_B4,0.010952231157697242,44,True,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,S2_dry_CI_RE,0.010951510396682526,45,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_dry_NBR,0.010924881415961896,46,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_wet_RDVI,0.010909694152034964,47,False,Sentinel-2 optical,wet,spectral_index
10,5,S2_wet_NDVI_RE,0.01086522550288353,48,False,Sentinel-2 optical,wet,spectral_index
10,5,S2_wet_SR,0.010807684435526627,49,True,Sentinel-2 optical,wet,spectral_index
10,5,S2_dry_MTCI,0.010536522210239844,50,True,Sentinel-2 optical,dry,spectral_index
10,5,S2_dry_NDVI_RE,0.010449044378339668,51,False,Sentinel-2 optical,dry,spectral_index
10,5,L89_dry_NDVI,0.010320359536650232,52,False,Landsat 8/9 optical,dry,spectral_index
10,5,L89_wet_NBR,0.010302893783653164,53,False,Landsat 8/9 optical,wet,spectral_index
10,5,S2_wet_B6,0.010094863923091765,54,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,S2_dry_B5,0.01004611078892178,55,False,Sentinel-2 optical,dry,spectral_band_or_percentile
10,5,S2_dry_MSR,0.010018499053682418,56,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_wet_MTCI,0.009412350108405203,57,False,Sentinel-2 optical,wet,spectral_index
10,5,S2_dry_NDVI,0.009357507249614934,58,False,Sentinel-2 optical,dry,spectral_index
10,5,S2_wet_B7,0.00925075430030388,59,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,S2_wet_NDVI,0.009078568980402322,60,False,Sentinel-2 optical,wet,spectral_index
10,5,DEM_slope,0.008932424684145823,61,False,DEM/topography,static_or_annual,topographic
10,5,L89_wet_SWIR2,0.008591665300795234,62,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,5,S2_wet_MSR,0.008590657586178807,63,False,Sentinel-2 optical,wet,spectral_index
10,5,S2_wet_B8,0.008518455241097723,64,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,S2_wet_B2,0.008405249994310316,65,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,L89_wet_NDVI,0.008371000853864165,66,False,Landsat 8/9 optical,wet,spectral_index
10,5,S2_wet_B3,0.008366906032376897,67,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,S2_wet_NDMI,0.008293756120952627,68,False,Sentinel-2 optical,wet,spectral_index
10,5,S2_wet_B11,0.007701224671750626,69,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,L89_wet_NIR,0.007663354627759115,70,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,5,L89_wet_BSI,0.007624035360852672,71,False,Landsat 8/9 optical,wet,spectral_index
10,5,L89_wet_SWIR2_p75,0.007534967491574837,72,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,5,S2_wet_NDI,0.007452268913720324,73,False,Sentinel-2 optical,wet,spectral_index
10,5,L89_wet_Red,0.007427527495066296,74,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,5,L89_wet_Blue,0.007242808572818534,75,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,5,S1_VH_glcm_contrast_5x5,0.007209461426849816,76,False,Sentinel-1 SAR,static_or_annual,texture
10,5,S1_VHdesc_p50,0.00720708704268406,77,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,L89_wet_SWIR1,0.007128697277698495,78,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,5,S2_wet_B4,0.006918159276915113,79,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,S1_VHdesc_p25,0.006653337135261731,80,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,S2_wet_B5,0.006488856187652306,81,False,Sentinel-2 optical,wet,spectral_band_or_percentile
10,5,L89_wet_NDMI,0.006266356047064522,82,False,Landsat 8/9 optical,wet,spectral_index
10,5,S1_VVminusVH_asc_p50,0.006214827180931384,83,False,Sentinel-1 SAR,ascending,sar_backscatter_metric
10,5,S1_VVdesc_p25,0.005949359547838553,84,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,S1_VVdesc_p50,0.005585550126912743,85,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,L89_wet_MSI,0.0054249662072191375,86,False,Landsat 8/9 optical,wet,spectral_index
10,5,S1_VHdesc_p75,0.005327983086784458,87,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,S2_wet_PSRI,0.004626759734177464,88,False,Sentinel-2 optical,wet,spectral_index
10,5,S1_VH_glcm_ent_5x5,0.00460758220847314,89,False,Sentinel-1 SAR,static_or_annual,texture
10,5,L89_wet_Green,0.004511251455175536,90,False,Landsat 8/9 optical,wet,spectral_band_or_percentile
10,5,S1_VVdesc_p75,0.004372500366896453,91,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,S1_VH_glcm_asm_5x5,0.003910416358285697,92,False,Sentinel-1 SAR,static_or_annual,texture
10,5,S1_VHdesc_std,0.0031156403279397936,93,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,DEM_hillshade,0.002800611788101333,94,False,DEM/topography,static_or_annual,topographic
10,5,S1_VVminusVH_desc_p50,0.002421141155620408,95,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,S1_VVdesc_std,0.0023789373891059023,96,False,Sentinel-1 SAR,descending,sar_backscatter_metric
10,5,DEM_aspect,0.0022035125580941242,97,False,DEM/topography,static_or_annual,topographic
15,1,DEM_elevation,0.022651562491965514,1,True,DEM/topography,static_or_annual,topographic
15,1,S2_dry_CVI,0.021496328640810435,2,True,Sentinel-2 optical,dry,spectral_index
15,1,S2_dry_MNDWI,0.020766410916173043,3,True,Sentinel-2 optical,dry,spectral_index
15,1,S2_dry_B11,0.01774261163989088,4,True,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,S2_dry_B2,0.017066165904791493,5,True,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,S1_VHasc_p50,0.016802273312788638,6,True,Sentinel-1 SAR,ascending,sar_backscatter_metric
15,1,L89_dry_SWIR1,0.016605376329326637,7,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
15,1,L89_dry_SWIR2,0.016580178737840817,8,True,Landsat 8/9 optical,dry,spectral_band_or_percentile
15,1,S2_dry_B12,0.016142812174585672,9,False,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,L89_dry_Green,0.01568284793986403,10,True,Landsat 8/9 optical,dry,spectral_band_or_percentile
15,1,S2_wet_NBR2,0.015668412363486203,11,True,Sentinel-2 optical,wet,spectral_index
15,1,L89_dry_NDVI,0.014679934638127685,12,True,Landsat 8/9 optical,dry,spectral_index
15,1,S2_wet_GNDVI,0.014561213515934937,13,True,Sentinel-2 optical,wet,spectral_index
15,1,S2_dry_NDWI,0.014490399522041933,14,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_dry_NDI,0.014329241178949322,15,True,Sentinel-2 optical,dry,spectral_index
15,1,S1_VVasc_p50,0.01391331958865531,16,True,Sentinel-1 SAR,ascending,sar_backscatter_metric
15,1,S2_dry_B3,0.0138669492422777,17,False,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,L89_dry_BSI,0.013838395589105395,18,True,Landsat 8/9 optical,dry,spectral_index
15,1,S2_dry_B6,0.01380128856046966,19,True,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,L89_dry_SWIR2_p75,0.013753511712242353,20,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
15,1,S2_dry_NBR,0.013729342533181704,21,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_wet_NDWI,0.013652161130048437,22,False,Sentinel-2 optical,wet,spectral_index
15,1,L89_wet_NBR2,0.013626339260364896,23,True,Landsat 8/9 optical,wet,spectral_index
15,1,S2_dry_RDVI,0.013622032005124808,24,False,Sentinel-2 optical,dry,spectral_index
15,1,L89_dry_Red,0.013486447564941505,25,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
15,1,S2_dry_B7,0.013450128588359131,26,False,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,L89_dry_Blue,0.013169530721339848,27,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
15,1,S2_wet_B12,0.013123411362538901,28,True,Sentinel-2 optical,wet,spectral_band_or_percentile
15,1,S2_dry_PSRI,0.012922448008276449,29,True,Sentinel-2 optical,dry,spectral_index
15,1,S2_dry_NBR2,0.012558868922911323,30,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_dry_B8,0.012554420374108503,31,False,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,L89_dry_NIR,0.01253327213369562,32,False,Landsat 8/9 optical,dry,spectral_band_or_percentile
15,1,L89_dry_NBR2,0.012392443530608381,33,True,Landsat 8/9 optical,dry,spectral_index
15,1,S2_dry_B4,0.01231125713842517,34,True,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,S2_dry_GNDVI,0.01225480457427248,35,False,Sentinel-2 optical,dry,spectral_index
15,1,L89_dry_NDMI,0.012027092270646062,36,False,Landsat 8/9 optical,dry,spectral_index
15,1,S2_wet_CVI,0.0119360415983091,37,True,Sentinel-2 optical,wet,spectral_index
15,1,L89_dry_MSI,0.011639658912895486,38,True,Landsat 8/9 optical,dry,spectral_index
15,1,S2_dry_NDVI,0.011462698873875627,39,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_dry_NLI,0.011454245419011086,40,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_wet_CI_RE,0.011067617381420921,41,True,Sentinel-2 optical,wet,spectral_index
15,1,S2_dry_B5,0.010845109961878232,42,False,Sentinel-2 optical,dry,spectral_band_or_percentile
15,1,S2_dry_MSR,0.0107959022609106,43,False,Sentinel-2 optical,dry,spectral_index
15,1,L89_wet_NBR,0.010694216863130913,44,False,Landsat 8/9 optical,wet,spectral_index
15,1,S2_dry_NDMI,0.010641314142720359,45,True,Sentinel-2 optical,dry,spectral_index
15,1,S2_wet_NBR,0.010499605604462631,46,False,Sentinel-2 optical,wet,spectral_index
15,1,L89_dry_NBR,0.010428219717956905,47,False,Landsat 8/9 optical,dry,spectral_index
15,1,S2_dry_NDVI_RE,0.010364376970751495,48,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_wet_NLI,0.010217412177318681,49,False,Sentinel-2 optical,wet,spectral_index
15,1,S2_wet_NDVI_RE,0.010167502642081775,50,False,Sentinel-2 optical,wet,spectral_index
15,1,S2_wet_SR,0.010124063681499661,51,False,Sentinel-2 optical,wet,spectral_index
15,1,S2_wet_NDVI,0.010098885462050294,52,False,Sentinel-2 optical,wet,spectral_index
15,1,S2_wet_B8,0.009930781353792134,53,True,Sentinel-2 optical,wet,spectral_band_or_percentile
15,1,S2_wet_B7,0.009921626669724178,54,False,Sentinel-2 optical,wet,spectral_band_or_percentile
15,1,S2_dry_MTCI,0.00988847798171833,55,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_wet_B11,0.009408182533531338,56,False,Sentinel-2 optical,wet,spectral_band_or_percentile
15,1,S2_wet_MNDWI,0.009332803025353992,57,False,Sentinel-2 optical,wet,spectral_index
15,1,S2_dry_CI_RE,0.009218088363080433,58,False,Sentinel-2 optical,dry,spectral_index
15,1,S2_wet_RDVI,0.00917470051180033,59,False,Sentinel-2 optical,wet,spectral_index
15,1,S2_wet_B6,0.009041469532402334,60,False,Sentinel-2 optical,wet,spectral_band_or_percentile
