block_size_km,fold,feature,final_rf_importance,source_group,season_or_orbit,feature_family
20,2,S2_wet_SR,0.02571294104349432,Sentinel-2 optical,wet,spectral_index
20,3,DEM_elevation,0.06487160304731744,DEM/topography,static_or_annual,topographic
20,3,S2_dry_CVI,0.06415242840963498,Sentinel-2 optical,dry,spectral_index
20,3,S2_dry_B11,0.05696862378769922,Sentinel-2 optical,dry,spectral_band_or_percentile
20,3,S2_dry_MNDWI,0.05636534129105151,Sentinel-2 optical,dry,spectral_index
20,3,S2_wet_NBR2,0.05109327881070053,Sentinel-2 optical,wet,spectral_index
20,3,L89_dry_Blue,0.04617387936332846,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,3,S2_dry_B2,0.04575255097096504,Sentinel-2 optical,dry,spectral_band_or_percentile
20,3,S2_dry_NBR2,0.04442290396041624,Sentinel-2 optical,dry,spectral_index
20,3,S2_dry_B7,0.0430756615010722,Sentinel-2 optical,dry,spectral_band_or_percentile
20,3,L89_dry_SWIR2_p75,0.04105187559463896,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,3,S1_VHasc_p50,0.04081478155633151,Sentinel-1 SAR,ascending,sar_backscatter_metric
20,3,S2_wet_NDWI,0.03834088384844165,Sentinel-2 optical,wet,spectral_index
20,3,S2_dry_GNDVI,0.0378197620198159,Sentinel-2 optical,dry,spectral_index
20,3,S2_dry_NDI,0.03623480058531737,Sentinel-2 optical,dry,spectral_index
20,3,L89_dry_NDVI,0.035950203488284795,Landsat 8/9 optical,dry,spectral_index
20,3,S1_VVasc_p50,0.03592094142273012,Sentinel-1 SAR,ascending,sar_backscatter_metric
20,3,L89_wet_NBR2,0.03391383145198968,Landsat 8/9 optical,wet,spectral_index
20,3,S2_dry_SR,0.03234764534119411,Sentinel-2 optical,dry,spectral_index
20,3,L89_dry_MSI,0.03225023325790128,Landsat 8/9 optical,dry,spectral_index
20,3,S2_wet_NLI,0.03046222032072805,Sentinel-2 optical,wet,spectral_index
20,3,S2_wet_SR,0.02907455491211783,Sentinel-2 optical,wet,spectral_index
20,3,S2_wet_CVI,0.028771858979318,Sentinel-2 optical,wet,spectral_index
20,3,S2_dry_PSRI,0.026087530596469462,Sentinel-2 optical,dry,spectral_index
20,3,S2_wet_B7,0.025607302689770912,Sentinel-2 optical,wet,spectral_band_or_percentile
20,3,S2_dry_NDMI,0.022475302792764766,Sentinel-2 optical,dry,spectral_index
20,4,S2_dry_CVI,0.06549706061699156,Sentinel-2 optical,dry,spectral_index
20,4,S2_dry_MNDWI,0.05828318385597788,Sentinel-2 optical,dry,spectral_index
20,4,DEM_elevation,0.05815336543017814,DEM/topography,static_or_annual,topographic
20,4,S2_wet_NBR2,0.05246108152400358,Sentinel-2 optical,wet,spectral_index
20,4,S2_dry_B2,0.048837470090451716,Sentinel-2 optical,dry,spectral_band_or_percentile
20,4,S2_dry_B12,0.046234047215137554,Sentinel-2 optical,dry,spectral_band_or_percentile
20,4,S1_VHasc_p50,0.04423101686743905,Sentinel-1 SAR,ascending,sar_backscatter_metric
20,4,S2_dry_NBR2,0.04284542467312518,Sentinel-2 optical,dry,spectral_index
20,4,S2_wet_NDWI,0.040241991522435315,Sentinel-2 optical,wet,spectral_index
20,4,S2_dry_NDI,0.04020723621614705,Sentinel-2 optical,dry,spectral_index
20,4,L89_dry_Green,0.040147361536453416,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,4,S2_dry_B8,0.03946412019154418,Sentinel-2 optical,dry,spectral_band_or_percentile
20,4,S2_dry_NDWI,0.03819196220596767,Sentinel-2 optical,dry,spectral_index
20,4,L89_dry_SWIR1,0.03765376924261646,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,4,S2_wet_NBR,0.0354698413928143,Sentinel-2 optical,wet,spectral_index
20,4,S2_dry_SR,0.03507970139369864,Sentinel-2 optical,dry,spectral_index
20,4,L89_wet_NBR2,0.03482603589177493,Landsat 8/9 optical,wet,spectral_index
20,4,L89_dry_NDVI,0.034728719092134624,Landsat 8/9 optical,dry,spectral_index
20,4,S2_wet_CVI,0.03367494008377968,Sentinel-2 optical,wet,spectral_index
20,4,L89_dry_NDMI,0.03313988626082038,Landsat 8/9 optical,dry,spectral_index
20,4,S2_wet_B12,0.03216181808808586,Sentinel-2 optical,wet,spectral_band_or_percentile
20,4,L89_dry_MSI,0.032124207824194735,Landsat 8/9 optical,dry,spectral_index
20,4,S2_wet_CI_RE,0.02766038593088216,Sentinel-2 optical,wet,spectral_index
20,4,S2_dry_NDMI,0.024955530359282944,Sentinel-2 optical,dry,spectral_index
20,4,S2_wet_B11,0.02372984249406309,Sentinel-2 optical,wet,spectral_band_or_percentile
20,5,S2_dry_CVI,0.06790806381378486,Sentinel-2 optical,dry,spectral_index
20,5,DEM_elevation,0.05912522268351401,DEM/topography,static_or_annual,topographic
20,5,S2_dry_MNDWI,0.056250941677994284,Sentinel-2 optical,dry,spectral_index
20,5,S2_wet_NBR2,0.05320015511336064,Sentinel-2 optical,wet,spectral_index
20,5,S2_dry_NBR2,0.04888842175911554,Sentinel-2 optical,dry,spectral_index
20,5,S2_dry_B11,0.045110062363153465,Sentinel-2 optical,dry,spectral_band_or_percentile
20,5,S2_dry_B3,0.04328577850924082,Sentinel-2 optical,dry,spectral_band_or_percentile
20,5,L89_dry_Red,0.042875274460010805,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,5,S2_dry_B6,0.042848345407826574,Sentinel-2 optical,dry,spectral_band_or_percentile
20,5,S1_VHasc_p50,0.042089304345273186,Sentinel-1 SAR,ascending,sar_backscatter_metric
20,5,L89_dry_SWIR2,0.04104949529167805,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,5,S2_wet_GNDVI,0.03953380288639696,Sentinel-2 optical,wet,spectral_index
20,5,S1_VVasc_p50,0.039125131114792384,Sentinel-1 SAR,ascending,sar_backscatter_metric
20,5,S2_dry_NLI,0.03912080555003113,Sentinel-2 optical,dry,spectral_index
20,5,S2_dry_NDI,0.03866491985858036,Sentinel-2 optical,dry,spectral_index
20,5,L89_dry_BSI,0.036508295297582,Landsat 8/9 optical,dry,spectral_index
20,5,L89_wet_NBR2,0.03448586689187052,Landsat 8/9 optical,wet,spectral_index
20,5,S2_wet_CVI,0.033337331335719235,Sentinel-2 optical,wet,spectral_index
20,5,S2_wet_B12,0.03307639141155162,Sentinel-2 optical,wet,spectral_band_or_percentile
20,5,L89_dry_MSI,0.03261110799921689,Landsat 8/9 optical,dry,spectral_index
20,5,DEM_slope,0.02993023700625021,DEM/topography,static_or_annual,topographic
20,5,S2_wet_B11,0.025965320971173236,Sentinel-2 optical,wet,spectral_band_or_percentile
20,5,S2_dry_PSRI,0.025738644022326264,Sentinel-2 optical,dry,spectral_index
20,5,S2_wet_B7,0.025311804785812006,Sentinel-2 optical,wet,spectral_band_or_percentile
20,5,S2_dry_NDMI,0.0239592754437449,Sentinel-2 optical,dry,spectral_index
