block_size_km,fold,feature,final_rf_importance,source_group,season_or_orbit,feature_family
20,2,L89_dry_Red,0.04218078930652998,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,2,L89_dry_SWIR2,0.04141968471232145,Landsat 8/9 optical,dry,spectral_band_or_percentile
20,2,S1_VVasc_p50,0.04130419429212035,Sentinel-1 SAR,ascending,sar_backscatter_metric
20,2,S2_dry_NBR2,0.041163793439027756,Sentinel-2 optical,dry,spectral_index
20,2,S1_VHasc_p50,0.041129501357184614,Sentinel-1 SAR,ascending,sar_backscatter_metric
20,2,S2_dry_B6,0.03999724501690326,Sentinel-2 optical,dry,spectral_band_or_percentile
20,2,L89_dry_NDVI,0.03713399746098638,Landsat 8/9 optical,dry,spectral_index
20,2,L89_wet_NBR2,0.03706466028892858,Landsat 8/9 optical,wet,spectral_index
20,2,S2_dry_NDI,0.036689107090457404,Sentinel-2 optical,dry,spectral_index
20,2,S2_wet_NDWI,0.03498627689180603,Sentinel-2 optical,wet,spectral_index
20,2,S2_dry_SR,0.03351675539396504,Sentinel-2 optical,dry,spectral_index
20,2,L89_dry_MSI,0.03230129146207131,Landsat 8/9 optical,dry,spectral_index
20,2,S2_wet_B12,0.031285281659433346,Sentinel-2 optical,wet,spectral_band_or_percentile
20,2,L89_dry_NDMI,0.03059309278134441,Landsat 8/9 optical,dry,spectral_index
20,2,S2_dry_B5,0.02986028898958581,Sentinel-2 optical,dry,spectral_band_or_percentile
20,2,S2_dry_PSRI,0.028308852459268192,Sentinel-2 optical,dry,spectral_index
20,2,S2_wet_CVI,0.02753401032916406,Sentinel-2 optical,wet,spectral_index
20,2,S2_wet_NLI,0.026445450966475242,Sentinel-2 optical,wet,spectral_index
