block_id,n_samples,n_classes,lon_mean,lat_mean,x_mean,y_mean
9_71,1182,8,108.10183439843397,12.905175027778345,185478.5667315719,1428427.256980531
9_70,425,8,108.12389326796813,12.700892047015627,187622.50833484856,1405783.960940989
10_70,172,5,108.31305081319378,12.732826859204676,208218.08680920213,1409099.841147838
8_70,170,3,107.98189519711339,12.75466192371434,172256.94072024344,1411912.348898766
9_69,118,5,108.1724407032301,12.55351074434895,192722.87476711287,1389410.216783067
6_72,102,3,107.60116733831231,13.141020986365081,131439.56464184966,1455218.378525526
8_69,91,2,107.97386785870268,12.612557347623971,171201.06978211808,1396188.0119422632
7_73,87,2,107.74207091494428,13.311122816262827,146979.51298221745,1473855.0296397477
10_71,72,2,108.25771038446605,12.86961285746886,202364.70047791765,1424304.165721505
6_73,62,1,107.64461483147105,13.21864420551588,136271.06449961697,1463752.4582592407
8_71,54,3,108.01682339804904,12.89831195136295,176235.79722073494,1427773.7974017714
10_69,53,5,108.36642783822953,12.567723201033068,213833.9224154415,1390765.230133823
12_71,36,2,108.6790639208222,12.915463119102345,248167.44578727134,1428928.0735033888
11_70,32,3,108.44969096579338,12.74867716234427,223081.94813489972,1410704.0153533358
7_71,32,3,107.77000316394646,12.901952207697164,149429.87349732287,1428501.899250037
8_68,30,1,108.02583250222068,12.343756307854905,176518.27189440274,1366362.2832188
6_71,28,2,107.60900822162066,12.924738937359518,131971.5532851511,1431251.7857097366
12_68,26,1,108.65314080670548,12.378397648583077,244819.83893025544,1369517.5491351266
12_69,23,2,108.645623049449,12.59128109562548,244210.88428953174,1393084.2165844836
9_68,23,2,108.15775583008094,12.411379789965352,190956.69257482688,1373692.528441709
9_67,22,2,108.13769534908403,12.260741903582408,188596.28477537356,1357039.6593177633
11_71,19,1,108.52537255098821,12.968545147104601,231538.7163335158,1434959.0967620718
9_72,18,1,108.12758567258099,13.056224133483406,188463.854288272,1445118.9822340421
11_72,16,1,108.49396668035942,13.047535428429784,228215.7141479948,1443735.020691154
12_70,16,1,108.68342698825076,12.710470690416562,248437.67600929673,1406237.889464501
11_68,15,1,108.54839148614585,12.352982005822813,233398.1706905105,1366807.64691823
9_73,13,1,108.08635568830785,13.303361801111883,184306.10274484355,1472532.0747049572
10_68,11,1,108.35280919362032,12.348384809302143,212110.85804156933,1366501.357920593
13_70,11,1,108.92617933996607,12.733272076034444,274829.888674146,1408538.5075132272
10_67,10,1,108.32396837309855,12.256389157705721,208870.56069035712,1356349.5199129432
8_72,6,2,107.94119024176666,13.065905975990027,168243.62184912417,1446427.5358847792
11_69,5,2,108.56811250101654,12.577860265280734,235772.0020469292,1391675.3852018649
13_71,5,1,108.81310104530162,12.847211120071131,262653.21478230634,1421247.0604809497
8_73,5,1,108.00001791533937,13.252620807794269,174876.17874679164,1467024.9472258482
14_70,3,1,108.97607939291515,12.738485026849864,280254.2389067109,1409072.1203291782
7_74,3,1,107.78275736949077,13.368862805559337,151475.56293401102,1480191.699576324
8_74,2,1,107.87293325209497,13.3798671677898,161268.58470374296,1481284.9999977872
11_67,1,1,108.42723869816092,12.279745355092828,220137.53123844706,1358824.6784416982
7_70,1,1,107.84018965998881,12.81729722110995,156939.07521067472,1419031.596910965
