DEM_elevation,S2_dry_CVI,S2_dry_MNDWI,L89_dry_SWIR1,L89_dry_NIR,S2_dry_B2,S1_VHasc_p50,L89_dry_Green,S2_wet_B12,L89_dry_MSI,S2_dry_B5,L89_wet_NBR2,S2_dry_NDI,S2_dry_NDMI,S2_wet_NBR2,S2_wet_B8,L89_wet_MSI,S2_wet_NDMI,L89_wet_NIR,L89_wet_Green,L89_wet_NDMI,S2_dry_NBR2,S2_wet_CVI,L89_dry_BSI,L89_wet_SWIR2
550.0,4.511096,-0.5661912,0.2023525,0.2551525,0.04995,-15.530624,0.05707,0.1724,0.7896632,0.12565,0.30818784,-0.093218975,0.027380522,0.22472034,0.30339998,0.62576544,0.05255943,0.350385,0.06302375,0.24154882,0.19960937,3.2814395,-0.040945098,0.11119
549.0,4.8462114,-0.5727948,0.1961925,0.2554,0.04315,-15.032652,0.054815,0.1319,0.755061,0.12225,0.31668428,-0.056220282,0.068065256,0.29521775,0.2978,0.611621,0.2329114,0.36287,0.06302375,0.25163224,0.21647309,3.7537131,-0.06368019,0.10971875
549.0,4.7728796,-0.56278604,0.1925625,0.25604624,0.0442,-14.68032,0.05452625,0.10355,0.7445928,0.11505,0.33948037,-0.064191855,0.074477516,0.2894483,0.3492,0.5381903,0.2925084,0.38498,0.0650725,0.30022925,0.22456914,4.2454686,-0.06974909,0.10217
553.0,4.8040724,-0.5580971,0.187585,0.25549626,0.04355,-14.960221,0.053385,0.0848,0.7577108,0.1157,0.33196133,-0.055744257,0.06093,0.2823422,0.2489,0.5360986,0.26201653,0.39244625,0.06566375,0.30861187,0.21175241,2.5850725,-0.06442551,0.10116625
547.0,4.2526917,-0.53391963,0.17236374,0.26468125,0.0444,-14.952366,0.05003,0.1309,0.63766056,0.106,0.33443427,0.0,0.16285211,0.26086956,0.3265,0.5167951,0.16027007,0.3572325,0.05983375,0.32113042,0.23667102,3.7950997,-0.14959912,0.090125
548.0,4.3452635,-0.543319,0.17420626,0.2576,0.0449,-13.598562,0.0520375,0.122,0.6786753,0.1081,0.36536422,0.0036095956,0.1718253,0.3050413,0.3912,0.47098914,0.26405397,0.3568475,0.0617725,0.35962933,0.24212793,3.9899344,-0.11844726,0.0906475
537.0,5.388408,-0.54243904,0.1377825,0.276575,0.0323,-14.231683,0.04002,0.0985,0.49377936,0.0825,0.31564632,0.06594683,0.28557953,0.2810253,0.3704,0.42508408,0.25512186,0.37541,0.05344,0.40342596,0.3166054,4.1041164,-0.26843986,0.08853
558.0,4.567355,-0.5499596,0.16983375,0.2631,0.0387,-14.438687,0.05042875,0.1258,0.62439793,0.10405,0.28900462,-0.013027967,0.12821522,0.23180592,0.3299,0.5345466,0.17962468,0.3902325,0.0648525,0.30331656,0.2318903,3.652814,-0.15630732,0.1185325
555.0,4.716019,-0.5381855,0.15585,0.25969,0.03615,-13.995565,0.0473075,0.1198,0.5865911,0.09515,0.29516545,-0.033986945,0.17047611,0.25423726,0.312,0.5360596,0.239403,0.3291275,0.06114,0.30204877,0.23511538,3.7909067,-0.18297802,0.0902625
559.0,4.5944695,-0.5391909,0.1506525,0.2446475,0.03735,-14.430878,0.0489575,0.13730001,0.6107366,0.1,0.28927854,-0.013620917,0.16342619,0.2302241,0.32230002,0.5113676,0.1679328,0.2333725,0.0519275,0.32527718,0.22495393,3.5465603,-0.16551302,0.07787375
544.0,5.730739,-0.5515493,0.13424875,0.27760625,0.0311,-14.225261,0.0396625,0.1061,0.45323086,0.0807,0.32842538,0.06264503,0.3004884,0.267179,0.30475003,0.4705035,0.24186558,0.335315,0.05323375,0.36014682,0.30613926,3.3213084,-0.31022704,0.08274125
528.0,4.3788385,-0.5743544,0.25353,0.31117,0.0532,-15.522446,0.06422,0.2044,0.743977,0.1366,0.2723943,-0.037433162,0.07402235,0.2363161,0.3347,0.84459156,0.0046525258,0.3485975,0.0773375,0.08425088,0.23809521,3.5694857,-0.075947486,0.1683625
529.0,4.8108377,-0.5497113,0.16564,0.337845,0.0405,-14.008245,0.0588025,0.1175,0.50346893,0.1043,0.29484746,0.13426842,0.3165059,0.30079034,0.3485,0.54327446,0.2862069,0.40479374,0.0733775,0.29719222,0.29386547,3.959558,-0.26673636,0.11981125
525.0,5.289038,-0.6043464,0.17827626,0.3264875,0.0337,-13.9323015,0.051185,0.1428,0.55510503,0.0997,0.3011984,0.10060832,0.25865436,0.30780417,0.346,0.6614232,0.17718816,0.36871374,0.06747875,0.20556933,0.30216926,4.0201893,-0.21553084,0.13226876
575.0,5.6430273,-0.57391626,0.1309075,0.32866,0.0319,-14.022497,0.0372975,0.097,0.40159985,0.0823,0.38278636,0.1111111,0.31582266,0.34833723,0.3692,0.4379358,0.28779766,0.3752175,0.0539075,0.39107424,0.34593725,4.5748296,-0.3660365,0.07938625
545.0,5.2480617,-0.64197063,0.193965,0.2798475,0.0367,-15.279897,0.0486275,0.1135,0.6266846,0.1143,0.33179212,0.059125956,0.14718528,0.29261452,0.3859,0.5402089,0.22640806,0.36568874,0.0600125,0.29917744,0.27012193,4.219252,-0.15737683,0.101455
549.0,5.450934,-0.61848956,0.1809575,0.27883,0.0352,-15.117881,0.0495625,0.1115,0.6369947,0.1113,0.30163145,-0.023622043,0.12520504,0.28493014,0.3151,0.5841318,0.21067414,0.382175,0.06269375,0.2625261,0.27488425,4.2614574,-0.15417807,0.1087975
554.0,5.454861,-0.6316906,0.1900325,0.305175,0.037,-14.856851,0.051515,0.1101,0.6398446,0.11365,0.33245027,0.03561515,0.157698,0.30384168,0.3635,0.60734147,0.32850868,0.42104626,0.06423375,0.2442908,0.2913015,3.509753,-0.15672645,0.11593375
570.0,4.9748516,-0.62734586,0.211895,0.30853,0.0408,-14.700061,0.0556675,0.1489,0.6773108,0.1116,0.31601948,0.063197024,0.13161288,0.270098,0.34,0.59346884,0.20958085,0.33890375,0.05678125,0.25612208,0.27162707,4.9477196,-0.12896335,0.09948875
542.0,5.3878827,-0.620249,0.1782625,0.2603775,0.03555,-14.681711,0.04971375,0.12355,0.7169767,0.1027,0.335728,-0.007603144,0.11060625,0.31795797,0.34504998,0.62724984,0.23035863,0.36947,0.0641375,0.22906756,0.27076635,4.763636,-0.09024543,0.11119
519.0,4.3387504,-0.62266695,0.17852375,0.30763626,0.0337,-13.955836,0.04611125,0.0957,0.5526005,0.10395,0.4328419,0.16652122,0.26172134,0.38258064,0.4211,0.50369483,0.30837345,0.42898,0.06576,0.3300571,0.3580096,2.847236,-0.23330048,0.0913075
521.0,4.169813,-0.61154276,0.17829,0.31668374,0.0325,-14.27751,0.04965875,0.1026,0.5346137,0.1056,0.3668756,0.23512745,0.26321468,0.39929742,0.4616,0.48645103,0.3260569,0.4437475,0.06785,0.34548664,0.36396265,3.4172692,-0.25475273,0.0888875
501.0,5.194159,-0.5805428,0.2245725,0.2720375,0.04655,-15.3216095,0.0601775,0.1398,0.80288625,0.14185,0.30739328,-0.11643211,0.04971586,0.21576054,0.3298,0.49703297,0.023291895,0.323105,0.0820125,0.33597592,0.23489775,4.585421,-0.026484787,0.11559
492.0,5.01128,-0.6154513,0.21966375,0.26255,0.0461,-14.543781,0.0589125,0.13159999,0.88221014,0.1332,0.3152356,-0.1256977,-0.005865235,0.18938982,0.26775,0.6189102,0.069519624,0.41755375,0.06651625,0.25537494,0.22557145,3.9082289,0.010224047,0.1181475
477.0,4.394231,-0.5930749,0.1782075,0.3010775,0.0388,-15.055313,0.04728,0.1078,0.55195355,0.11465,0.4653401,0.14552593,0.22026472,0.35411328,0.40935,0.43644863,0.27605718,0.4620625,0.05356375,0.39239663,0.3312904,2.9357016,-0.22957999,0.07325375
489.0,4.4216986,-0.6123337,0.17125,0.3366625,0.0311,-15.275623,0.0433475,0.1015,0.48016533,0.10575,0.2793596,0.20341165,0.23984808,0.37749603,0.4323,0.4556602,0.31752512,0.38927,0.0746425,0.37394702,0.34328613,3.47128,-0.33041644,0.0947725
510.0,4.462027,-0.6131106,0.1705075,0.3094375,0.03055,-14.176726,0.04453,0.0987,0.49168426,0.1007,0.4393849,0.19865982,0.2537722,0.36932907,0.4236,0.45189247,0.18856491,0.42722,0.0630375,0.37751248,0.35890266,2.5091655,-0.27276087,0.0751925
505.0,4.645293,-0.6197059,0.1821125,0.337735,0.03305,-14.361252,0.048655,0.0993,0.53215426,0.10995,0.45725444,0.17945443,0.24309306,0.40479636,0.46670002,0.46449125,0.3248424,0.44482,0.0462625,0.36566195,0.35476628,3.891604,-0.23446712,0.0769525
523.0,4.2944355,-0.6166178,0.16086875,0.3360025,0.02845,-14.135649,0.0465925,0.0938,0.5013735,0.0867,0.42520595,0.24036771,0.2564413,0.39316535,0.3863,0.46879357,0.30179662,0.4209225,0.06456375,0.3617186,0.38096768,3.239621,-0.28248054,0.07985375
543.0,4.5087695,-0.6151767,0.1603325,0.3136175,0.03555,-14.703955,0.0458225,0.0928,0.4944147,0.10585,0.42412642,0.11443466,0.20074885,0.39099216,0.3856,0.45280164,0.305637,0.41353875,0.05502125,0.37739277,0.2973772,3.6111174,-0.27623945,0.07533
544.0,4.4925675,-0.6285254,0.15292124,0.31547374,0.027,-14.839964,0.0448875,0.08845,0.48714715,0.0895,0.42859846,0.27019498,0.27532518,0.39960256,0.39034998,0.45126268,0.3106345,0.42154124,0.06021875,0.37858772,0.3888092,3.6070921,-0.29135424,0.075495
551.0,4.188863,-0.61678976,0.1472975,0.2987125,0.0278,-15.086003,0.04343,0.0881,0.5102621,0.088,0.43789753,0.24853294,0.26578817,0.3984064,0.4036,0.41437414,0.3168991,0.4170175,0.0647975,0.414053,0.37085855,3.1572316,-0.25883535,0.0670525
568.0,4.193126,-0.5934021,0.1555475,0.3140025,0.0286,-14.319687,0.04619375,0.0854,0.52276367,0.0963,0.41612694,0.23896499,0.25009936,0.3967816,0.41565,0.40337968,0.3314424,0.35011,0.0523125,0.42514172,0.375,3.1132524,-0.24851096,0.057345
533.0,4.4049225,-0.5974148,0.150515,0.3117475,0.03005,-14.942081,0.0464275,0.0902,0.49916676,0.09445,0.45049414,0.23599847,0.28479168,0.39872524,0.4008,0.41364053,0.3036266,0.42491,0.064605,0.41478682,0.3778334,3.414397,-0.2823755,0.066585
541.0,4.222143,-0.6030904,0.1657225,0.3097675,0.0313,-14.813237,0.04781625,0.0923,0.52989423,0.10205,0.39640278,0.2058826,0.24340962,0.3886098,0.3902,0.40657938,0.31219217,0.2217125,0.03533125,0.42191765,0.36764607,3.1865776,-0.26197833,0.039415
534.0,4.6031775,-0.61570996,0.1525775,0.2895825,0.0307,-14.542894,0.05025,0.08765,0.54592675,0.088,0.0,0.1548387,0.20630746,0.39641827,0.39635,0.0,0.3077085,0.0,0.0,0.0,0.3440752,3.5971365,-0.25587133,0.0
540.0,4.1848125,-0.5726496,0.1567025,0.286915,0.0362,-15.240468,0.04729375,0.0888,0.51226276,0.0936,0.0,0.17156866,0.23685741,0.38445228,0.4008,0.0,0.32255402,0.0,0.0,0.0,0.34952867,3.3311596,-0.26842818,0.0
547.0,4.129609,-0.5910055,0.15520374,0.30433625,0.0305,-15.119376,0.0468675,0.0861,0.49146932,0.0927,0.41620713,0.19775596,0.2735374,0.3899892,0.3752,0.3736324,0.30436292,0.26421374,0.0431275,0.45736036,0.37461054,3.53662,-0.29723546,0.04083125
560.0,4.065632,-0.5976027,0.1596175,0.32867375,0.03,-14.471356,0.0508,0.0872,0.49209288,0.0942,0.40912038,0.22147654,0.2769936,0.40403283,0.3863,0.43444154,0.31183845,0.3203,0.04803625,0.3943576,0.37685272,3.3248174,-0.28217736,0.05760625
563.0,4.27322,-0.60034525,0.157335,0.332015,0.0322,-15.204921,0.050415,0.0838,0.5049139,0.0938,0.44040406,0.15995646,0.22897507,0.39780822,0.402,0.43779892,0.34568876,0.3952375,0.051625,0.3910151,0.37026703,2.8953817,-0.2709745,0.0700775
560.0,4.0810843,-0.6190878,0.1618175,0.3016825,0.0299,-15.151647,0.05102,0.08865,0.52525234,0.0869,0.44891235,0.21399729,0.24563761,0.40410838,0.40100002,0.44378105,0.31188527,0.449715,0.05784,0.38525158,0.37150937,3.1464381,-0.25694188,0.0759075
542.0,4.389295,-0.62089086,0.16658875,0.28750625,0.0315,-15.1067095,0.045465,0.09015,0.5813133,0.0861,0.4423904,0.14215559,0.19649181,0.3967615,0.3896,0.46113485,0.3107007,0.4145425,0.05311,0.36879903,0.33014455,3.5275688,-0.22536716,0.0739
536.0,4.6099224,-0.62681055,0.16579124,0.3221425,0.02905,-15.763252,0.0514875,0.0899,0.51738703,0.0774,0.43404952,0.22266813,0.27001128,0.39046943,0.3876,0.46057054,0.30209908,0.4023325,0.0667775,0.3693279,0.37587637,3.4473658,-0.2463826,0.07313
543.0,3.8603773,-0.57602936,0.1650075,0.28059,0.0355,-14.02244,0.0493975,0.093449995,0.55994874,0.0915,0.43432665,0.115879826,0.18350211,0.38398436,0.38459998,0.4678722,0.3084105,0.3877025,0.0539075,0.36251643,0.32627985,3.372411,-0.21655129,0.0722775
553.0,4.261354,-0.6032317,0.161075,0.2790775,0.0332,-14.946071,0.049205,0.08895,0.57062244,0.0938,0.42189357,0.1265973,0.17976631,0.3772948,0.35425,0.49022207,0.2758348,0.365895,0.0590775,0.34208187,0.34565395,2.930756,-0.21459454,0.07544
593.0,4.2957153,-0.59798133,0.1608275,0.30479,0.0286,-15.0308075,0.045465,0.08895,0.5250427,0.0802,0.40106785,0.22958116,0.2856919,0.3782972,0.36795,0.50494564,0.285948,0.3669125,0.053825,0.32895166,0.34934348,3.579316,-0.24182515,0.07698
603.0,4.975314,-0.5808123,0.1986675,0.289445,0.0379,-14.97973,0.055255,0.1165,0.6567358,0.10985,0.35992473,-0.011063179,0.14579217,0.32236993,0.3936,0.5120644,0.22712308,0.37952125,0.060755,0.32526314,0.26848942,3.9445288,-0.13700932,0.09134875
606.0,4.6691947,-0.61203116,0.1723775,0.3068525,0.03115,-14.305865,0.0446675,0.0931,0.5568129,0.08695,0.39201352,0.1399901,0.22987725,0.37009475,0.3896,0.42549077,0.29390857,0.24594,0.03896125,0.40389872,0.3472961,3.4286299,-0.232633,0.04539625
613.0,4.207003,-0.6213885,0.1817275,0.3075675,0.0326,-15.177466,0.049205,0.09525,0.566065,0.0918,0.43353465,0.14771242,0.22817765,0.37405157,0.3906,0.45134774,0.30434284,0.3825875,0.057565,0.3780295,0.33446288,3.460493,-0.22835936,0.068235
604.0,3.9600563,-0.60590404,0.17521,0.2588375,0.0338,-14.665916,0.0508825,0.0984,0.6786289,0.0946,0.43442988,0.12184873,0.14997059,0.38288164,0.393,0.4520707,0.28956392,0.4004075,0.0519825,0.3773434,0.31002477,3.3906128,-0.14817576,0.0759625
600.0,3.931653,-0.59926987,0.1807375,0.278555,0.03445,-15.406748,0.04838,0.0921,0.64883953,0.09155,0.43588242,0.10856181,0.13943547,0.37511277,0.36805,0.4705193,0.2878331,0.388995,0.049425,0.36006376,0.3165267,3.487147,-0.16184348,0.07093
546.0,4.0903826,-0.6171269,0.16862375,0.3500825,0.036,-14.942902,0.04880625,0.0871,0.4903808,0.0958,0.42448124,0.23801516,0.3022594,0.4071983,0.4176,0.4409783,0.32805395,0.37387,0.0481325,0.38794598,0.35939366,3.5995395,-0.29514402,0.06312
568.0,3.8907607,-0.61614347,0.1652825,0.3544825,0.034,-14.9218445,0.0489575,0.0892,0.4928772,0.09,0.39452714,0.24390244,0.27008578,0.40730983,0.3995,0.45069748,0.3071364,0.368645,0.05551625,0.37881956,0.38538682,3.3095407,-0.293976,0.0723875
541.0,4.214585,-0.59185976,0.1737525,0.35099,0.03465,-14.723041,0.0477475,0.0867,0.48843,0.0867,0.4137008,0.21633099,0.29838765,0.41190007,0.42945,0.4276372,0.33440438,0.43168876,0.058115,0.4009179,0.370483,3.546305,-0.29816318,0.07226375
525.0,3.7874591,-0.5879641,0.1688025,0.324095,0.0373,-15.133507,0.046455,0.0893,0.49271992,0.095,0.4049225,0.2423431,0.27841786,0.38787225,0.4277,0.4631906,0.28893107,0.3940825,0.0538525,0.36687595,0.3640852,3.237316,-0.28427806,0.0761
554.0,3.9278748,-0.58464223,0.17433,0.36711875,0.0372,-15.068943,0.04740375,0.0884,0.48892635,0.0912,0.41203913,0.21749008,0.2722032,0.40250084,0.3955,0.43725035,0.32402557,0.4211975,0.0594625,0.391546,0.36919832,3.6210604,-0.3008227,0.07962
535.0,4.396681,-0.6174713,0.1752375,0.35061875,0.037,-15.842155,0.0460975,0.08849999,0.50645345,0.0872,0.40828997,0.21043271,0.27889445,0.4094909,0.4381,0.42900062,0.33094662,0.4291175,0.0584725,0.39957952,0.3707231,3.4307582,-0.2846518,0.075605
506.0,4.8196983,-0.635804,0.17569125,0.34461,0.0311,-15.613176,0.04633125,0.0955,0.5120528,0.0855,0.4332623,0.27381498,0.29309198,0.40422806,0.41,0.43314263,0.3250275,0.42172,0.05460875,0.39554587,0.39573655,2.8010828,-0.27813447,0.06835875
518.0,3.587602,-0.592155,0.16496626,0.32133126,0.03515,-15.221458,0.05053875,0.09460001,0.5308188,0.0946,0.41122857,0.21207206,0.2754994,0.4204452,0.44795,0.4436165,0.3280392,0.41975376,0.06101625,0.38541675,0.3374666,3.5573857,-0.2577227,0.07737875
326.0,2.6664357,-0.43024537,0.143915,0.3027,0.05655,-18.220657,0.052065,0.10304999,0.4794889,0.12765,0.21173094,0.20499186,0.30606654,0.113555394,0.18465,0.43369567,0.1140574,0.2708,0.06169,0.3949962,0.29015204,1.6947769,-0.29449496,0.075165
327.0,2.7446337,-0.37653565,0.1512575,0.3248375,0.0446,-19.529037,0.0510475,0.07574999,0.4439369,0.12065,0.26206973,0.22505765,0.3662284,0.22602808,0.1708,0.42990804,0.08318523,0.154585,0.0442,0.39869136,0.31989244,1.8585082,-0.35827062,0.0416425
326.0,2.3816333,-0.3195419,0.1316775,0.32086375,0.0512,-19.329872,0.055145,0.0471,0.4519372,0.1168,0.35096234,0.20628683,0.25524223,0.19315895,0.1216,0.38712093,0.23335485,0.33702,0.055145,0.44183534,0.2886345,1.4543169,-0.30644435,0.06268
327.0,2.7255309,-0.38758442,0.15178,0.31118375,0.0469,-18.732643,0.05267,0.0675,0.46849346,0.1075,0.3408165,0.21482499,0.33151034,0.19506656,0.1262,0.4428681,0.12677346,0.3742275,0.0525325,0.38612807,0.29458284,1.6012391,-0.27868187,0.05861
324.0,2.5630383,-0.35375604,0.138525,0.31429124,0.0467,-18.055271,0.06008125,0.0712,0.48436442,0.1059,0.3357358,0.1982926,0.24917448,0.17440225,0.1572,0.47144532,0.10070007,0.3203275,0.0547875,0.3592078,0.30847886,1.6601121,-0.29641235,0.0558875
326.0,2.4889762,-0.37477055,0.14694,0.3081175,0.06145,-17.43345,0.062075,0.0806,0.47287425,0.1292,0.330902,0.15006849,0.29888278,0.20082922,0.247,0.42825177,0.13141182,0.327395,0.0551175,0.40031335,0.30604604,1.5845141,-0.29333478,0.0628175
337.0,2.8202991,-0.4747878,0.15476374,0.33009,0.0496,-17.976374,0.06532,0.1166,0.46792027,0.127,0.20412865,0.22988507,0.32443258,0.15680921,0.1301,0.8643587,-0.04967132,0.3088325,0.0781075,0.07275494,0.31565183,1.5351257,-0.27407742,0.1090725
341.0,2.628779,-0.37538058,0.1442725,0.3471675,0.0526,-18.781948,0.0556125,0.0694,0.47356117,0.1284,0.26681435,0.22476192,0.32699418,0.17760979,0.15,0.5399067,0.19536781,0.157555,0.0561075,0.29878,0.30777133,1.5231453,-0.28846115,0.0565475
537.0,2.8150418,-0.42934784,0.1575275,0.260845,0.0448,-16.910603,0.05751,0.16295001,0.57081336,0.1218,0.19557166,0.08765655,0.15055764,0.16490766,0.23545,0.9997044,-0.0720402,0.23098,0.07269,0.0001478137,0.25594947,2.168537,-0.18853179,0.12516
536.0,2.9155786,-0.42400226,0.1480675,0.2866675,0.0492,-18.058477,0.05587375,0.11490001,0.4946346,0.1112,0.25030765,0.15333572,0.25193515,0.11994527,0.1837,0.56802434,0.021748353,0.22257875,0.06032875,0.28775722,0.29117885,1.8863751,-0.25429383,0.07570125
457.0,3.261437,-0.4635294,0.1319525,0.27806,0.0359,-18.944372,0.047995,0.22524999,0.46552923,0.1029,0.2056516,0.21674415,0.31803626,0.1295318,0.21555,1.2159258,-0.16931342,0.24820875,0.10058875,-0.097347826,0.30142567,2.0509725,-0.28508562,0.1989425
461.0,2.5537093,-0.3972081,0.1191925,0.251385,0.0608,-18.21713,0.0561625,0.22555,0.47815245,0.1215,0.20831332,0.21796887,0.28188407,0.12312247,0.20225,0.4866312,-0.17187324,0.1512575,0.0568775,0.34532356,0.28002298,2.159451,-0.28208026,0.0436775
444.0,3.1035795,-0.4540684,0.121475,0.24275,0.04135,-17.350513,0.047885,0.11405,0.5035494,0.1096,0.3147392,0.12201124,0.21564895,0.20027834,0.24605,0.44367376,0.20628563,0.2291375,0.0633675,0.38535455,0.26880437,2.537147,-0.25761124,0.0629275
447.0,3.234173,-0.48833707,0.1460325,0.2752825,0.0382,-15.684785,0.05595625,0.1534,0.5557438,0.0992,0.1908365,0.1293673,0.20575064,0.1755407,0.2438,0.6331174,-0.03461985,0.34802,0.1302475,0.22465174,0.29941005,1.7356822,-0.1962022,0.1497175
449.0,3.3867185,-0.48085395,0.15347125,0.2802875,0.0359,-16.765617,0.0558325,0.1699,0.544151,0.0989,0.222658,0.1981982,0.2654018,0.1882202,0.2568,0.6516143,0.035261717,0.341475,0.1034075,0.21093646,0.31184465,2.6600602,-0.21308418,0.1414675
451.0,3.2646358,-0.44154245,0.1488375,0.295275,0.0441,-17.17354,0.05135,0.1695,0.50220686,0.1116,0.26259294,0.1508408,0.2657672,0.17130849,0.26,0.6473719,0.022652226,0.265025,0.0605625,0.21405496,0.29276252,2.784933,-0.26226762,0.098925
465.0,2.794979,-0.43488264,0.12593,0.27867875,0.0395,-17.574026,0.05092375,0.2073,0.4922427,0.1212,0.17624381,0.20993787,0.26974198,0.12576103,0.21795,0.90879273,-0.108719945,0.26849,0.096395,0.05517575,0.29268292,2.462411,-0.2586589,0.1720475
467.0,2.8972034,-0.42936036,0.12481625,0.28816625,0.045,-16.023457,0.0492325,0.17975,0.4738114,0.1228,0.17370869,0.20648648,0.3163108,0.15371837,0.22985,0.85316384,-0.073796034,0.30153126,0.09847125,0.0930455,0.30407768,2.5818424,-0.2713491,0.17972
464.0,3.2850106,-0.428795,0.1196875,0.2404675,0.0443,-17.301836,0.04737625,0.1186,0.49238607,0.1184,0.21553291,0.14588237,0.31173688,0.20741042,0.20455,0.8484777,0.011304845,0.307265,0.10668,0.0819714,0.30996016,2.4583771,-0.2498784,0.1682525
466.0,3.0516663,-0.3980392,0.1222725,0.26369125,0.0438,-18.564198,0.04682625,0.1801,0.47479406,0.0916,0.19295536,0.100219436,0.26776612,0.16174075,0.2457,0.95084536,0.0005714382,0.3127375,0.1234275,0.025196586,0.29140833,2.640046,-0.2637091,0.20117
464.0,3.1866417,-0.4684385,0.12759376,0.29740626,0.0388,-18.032167,0.04674375,0.2444,0.44607854,0.0945,0.17007837,0.17434508,0.29225275,0.14843978,0.2522,0.89275324,-0.1538236,0.3130675,0.1180375,0.06751981,0.30132157,2.8446083,-0.28980666,0.19579375
461.0,3.1444616,-0.42561653,0.137975,0.26882,0.0455,-16.845255,0.051955,0.1323,0.48861217,0.1093,0.26436839,0.088729,0.20231472,0.24399999,0.233,0.721253,0.005233405,0.27801874,0.08457,0.16632228,0.27013254,2.317992,-0.2189141,0.11849125
462.0,3.6985068,-0.43239808,0.1271675,0.262605,0.0377,-17.032793,0.04652375,0.1333,0.4631245,0.09895,0.27355072,0.16312653,0.3322738,0.24368793,0.2392,0.6843822,0.028817212,0.32338,0.0828375,0.19340481,0.3038423,2.5894556,-0.29218113,0.12638375
483.0,3.2828987,-0.419932,0.12483,0.2467925,0.0353,-16.553717,0.044365,0.117249995,0.4816026,0.0971,0.2668653,0.17406692,0.29449305,0.24648675,0.21815,0.61182165,0.06020885,0.271955,0.07520625,0.2537555,0.32669976,2.6878862,-0.2628919,0.09951625
470.0,3.3755805,-0.44693968,0.12707125,0.28038374,0.0314,-16.170685,0.04503875,0.1261,0.4394117,0.0998,0.3233902,0.21525885,0.31700143,0.25384614,0.2129,0.49982342,0.09286999,0.3032775,0.062735,0.3334903,0.3169231,2.4177907,-0.2958516,0.0720025
454.0,2.8729517,-0.43292302,0.12421125,0.31599626,0.03455,-17.401,0.04960375,0.0931,0.41731688,0.0879,0.23781915,0.28871614,0.33515736,0.24114189,0.3208,0.7963026,0.20663348,0.26872376,0.09315,0.12321933,0.32141212,2.918411,-0.35321707,0.13424875
447.0,3.0506938,-0.37287685,0.1073675,0.3082275,0.0422,-17.54025,0.05641,0.0846,0.4004963,0.07415,0.2291354,0.1948972,0.40762824,0.21396995,0.21145,0.46146792,0.17647696,0.17159376,0.074285,0.36907595,0.32778788,2.4993029,-0.32608536,0.05493875
445.0,2.5445244,-0.3952934,0.1203475,0.2637875,0.03655,-19.323406,0.062295,0.0741,0.42850792,0.10945,0.24099448,0.190512,0.29910162,0.18800102,0.15259999,0.6669659,0.15584445,0.2173675,0.06202,0.19978458,0.28797138,2.2765384,-0.28031766,0.0783825
445.0,2.7380373,-0.35162094,0.1125375,0.2708275,0.045,-16.770035,0.05113,0.1245,0.44162798,0.1061,0.2157127,0.19282511,0.3159732,0.18184662,0.2512,0.70181394,0.08458167,0.2525675,0.06816625,0.18299551,0.28984946,2.4608731,-0.30621192,0.089025
447.0,2.9191191,-0.36733863,0.1320625,0.361055,0.04655,-17.685717,0.0638075,0.15495,0.37016663,0.0906,0.2506164,0.25458908,0.3876157,0.1883237,0.23705,0.82992136,0.045960926,0.2286975,0.085175,0.09294314,0.31048957,2.6726003,-0.39218983,0.0980175
442.0,2.7874854,-0.39229313,0.1130875,0.28774,0.0342,-17.980394,0.06257,0.0577,0.45852342,0.0802,0.22752836,0.2903226,0.3714002,0.24267924,0.1989,0.47644922,0.3077859,0.192095,0.072085,0.3550649,0.3303671,1.7325425,-0.3055045,0.058665
449.0,3.212635,-0.35049966,0.11087375,0.34368876,0.0371,-19.568428,0.04935625,0.0659,0.33181465,0.09105,0.24234986,0.22430207,0.44442776,0.27659577,0.2459,0.43445715,0.3435639,0.116525,0.053275,0.39425567,0.32645682,2.0018713,-0.39935452,0.0344925
441.0,2.8850808,-0.39243415,0.12052625,0.39398625,0.0387,-20.343313,0.04979625,0.098900005,0.32602605,0.0808,0.22872269,0.32250354,0.45704266,0.2657409,0.36115,0.5473549,0.21340597,0.2275975,0.05806,0.29252833,0.35545996,2.3920321,-0.44870394,0.0586375
439.0,2.9218233,-0.35343662,0.11453125,0.3510175,0.03895,-16.655111,0.05416875,0.10255,0.33942088,0.08655,0.2876979,0.26722533,0.42594782,0.20086385,0.20985,0.5152811,0.09937351,0.29159,0.0574825,0.31988713,0.35616213,2.2083125,-0.40684974,0.077805
443.0,2.8118315,-0.3862575,0.1207325,0.36012,0.0304,-18.250816,0.0482975,0.128,0.31450585,0.0846,0.18045661,0.33880422,0.38178605,0.1765548,0.22855,0.4757181,0.062210526,0.203205,0.05135,0.35527238,0.3421425,2.212124,-0.40679517,0.04673
166.0,2.2721539,-0.48616973,0.389985,0.2767675,0.1026,-16.09824,0.1380025,0.2255,1.432571,0.2286,0.1850098,-0.13360798,-0.24372709,0.22946778,0.4094,1.081811,0.062502265,0.3616875,0.129065,-0.039297976,0.076115474,3.0411599,0.23277794,0.2736325
174.0,2.1243215,-0.44076797,0.39464626,0.27092376,0.1148,-19.507538,0.1421,0.19835,1.4798716,0.25055,0.18231906,-0.14297958,-0.23792966,0.26454657,0.337,1.3840109,-0.079026364,0.30611,0.153155,-0.16107765,0.07914906,2.5428262,0.24648115,0.2691775
