DEM_elevation,S2_dry_CVI,S2_dry_MNDWI,L89_dry_SWIR1,L89_dry_NIR,S2_dry_B2,S1_VHasc_p50,L89_dry_Green,S2_wet_B12,L89_dry_MSI,S2_dry_B5,L89_wet_NBR2,S2_dry_NDI,S2_dry_NDMI,S2_wet_NBR2,S2_wet_B8,L89_wet_MSI,S2_wet_NDMI,L89_wet_NIR,L89_wet_Green,L89_wet_NDMI,S2_dry_NBR2,S2_wet_CVI,L89_dry_BSI,L89_wet_SWIR2
632.0,0.47721824,0.16474968,0.03931875,0.06027375,0.02685,-24.736696,0.03579875,0.02885,0.5605305,0.0246,0.19732748,0.20175524,0.007246377,0.13424857,0.0363,0.67397964,-0.05986785,0.08543625,0.0583075,0.20609139,0.15401118,0.37317836,-0.13696776,0.039085
491.0,0.11589775,0.6514384,0.03456125,0.06013625,0.0402,-28.00257,0.05345375,0.0277,0.5742704,0.02095,0.14251262,0.3028157,0.02571796,0.07925803,0.0338,0.6340581,-0.08647987,0.07157625,0.0747525,0.22855775,0.05964346,0.19086891,-0.11954134,0.03478125
500.0,0.3928883,0.4059131,0.0416425,0.084625,0.04175,-23.059732,0.047335,0.1445,0.49208272,0.03555,0.28390935,0.15975517,0.1210264,0.17719777,0.2048,0.57558036,-0.01922693,0.2577925,0.054925,0.2693735,0.20155756,2.324628,-0.17186593,0.07566
514.0,0.27868357,0.49373436,0.0584725,0.0872925,0.062,-27.420803,0.05542,0.07485,0.66984564,0.0498,0.1243428,0.17897095,0.061224498,0.11126608,0.118300006,0.42351776,0.00017668594,0.1009875,0.0395525,0.40497017,0.06417111,0.8228934,-0.09754787,0.03331
469.0,0.3604463,0.3114129,0.10855,0.1315675,0.073,-31.269695,0.1150125,0.0434,0.8250518,0.083,0.14269099,0.07556211,-0.028556943,0.14542891,0.06635,0.6217173,-0.016335497,0.13704,0.1482325,0.2332606,0.06363654,0.40150145,0.035696093,0.0663375
455.0,1.7919155,-0.47833937,0.22480625,0.17129125,0.0819,-10.29635,0.0886125,0.32639998,1.3273165,0.1315,0.08019084,-0.069973454,-0.30278087,0.0149287665,0.1855,1.1601536,-0.31437084,0.21452124,0.1025825,-0.07401586,0.021576965,1.6923852,0.155643,0.22241375
426.0,2.6220982,-0.43345472,0.23082875,0.1982275,0.08435,-8.287826,0.09200875,0.2675,1.1507642,0.1799,0.104996555,-0.16307011,-0.1423552,0.061940894,0.2022,0.9391935,-0.20335525,0.27136374,0.115095,0.034443274,0.044300605,2.261988,0.14578313,0.20228375
419.0,1.0475999,-0.62436324,0.3384775,0.10760125,0.0816,-9.615494,0.0772825,0.2232,3.129733,0.086,0.336839,0.008723265,-0.60306007,0.30628023,0.1228,2.5168643,-0.5352006,0.137865,0.0883925,-0.43131158,0.3147676,1.0286412,0.41915908,0.16773
406.0,1.6972264,-0.44251385,0.2924425,0.231805,0.1158,-5.908829,0.0970275,0.4367,1.2593567,0.1451,0.08063821,0.030023087,-0.18323657,-0.02485659,0.2845,1.1524076,-0.21397981,0.274155,0.1222175,-0.07080799,-0.0026385232,1.5014607,0.12421444,0.2627975
393.0,2.9695694,-0.49975657,0.21811,0.220585,0.07125,-12.478013,0.074175,0.29545,0.9861586,0.12545,0.12511359,0.0072515667,0.015607552,0.04800645,0.2237,0.96070087,-0.20642918,0.27895376,0.0904825,0.020851979,0.09183694,1.918364,0.04121642,0.209255
405.0,1.3216236,-0.27617326,0.127965,0.2132425,0.0746,-19.208866,0.056025,0.13170001,0.6095704,0.1003,0.25696033,-0.010676117,-0.15844405,0.104999915,0.107549995,0.5612497,-0.13616726,0.24407,0.069005,0.28102508,0.088339254,1.2414423,-0.15498158,0.0850375
394.0,2.2494178,-0.36851773,0.20931,0.21416375,0.0773,-14.025756,0.09057875,0.23685,0.978771,0.1385,0.13047534,-0.089030504,-0.045653723,0.079917066,0.21814999,0.90631694,-0.07852614,0.2594975,0.1111075,0.049143475,0.06614207,2.1970656,0.059884273,0.1840925
340.0,1.4806834,-0.51342356,0.22427,0.168885,0.0815,-15.094255,0.0785475,0.16084999,1.3734722,0.11715,0.10782327,-0.02926541,-0.3782284,0.069829635,0.1609,1.1818712,-0.07381666,0.215855,0.0880075,-0.07929574,0.0121523775,1.4212124,0.17436004,0.20775625
327.0,2.1678107,-0.45711932,0.2417325,0.22251,0.0864,-13.612385,0.0954875,0.26275,1.1137738,0.15925,0.13706867,-0.05244052,-0.16331019,0.06046675,0.2698,0.76239586,-0.0038687538,0.3028925,0.10135875,0.13481884,0.055141013,2.0342386,0.0984205,0.19622
631.0,1.8180991,-0.38847494,0.18163125,0.20634,0.07955,-16.71233,0.0801975,0.18495,0.9162364,0.154,0.15969117,-0.0725811,-0.19912595,0.11084359,0.19685,0.7636009,-0.10147422,0.269315,0.105635,0.13404343,0.06873163,1.8222651,0.06476419,0.140945
632.0,1.5164014,-0.44434085,0.27256,0.19457,0.0994,-11.677822,0.09249,0.3485,1.3605515,0.1419,0.050271098,-0.039380077,-0.27311283,0.012821724,0.20030001,1.3993326,-0.290942,0.2283675,0.112895,-0.16643487,0.009507331,1.4277029,0.19217284,0.2703875
633.0,1.9450105,-0.33507308,0.2257275,0.201665,0.0934,-4.726896,0.0901525,0.24735,1.1605912,0.1656,0.099220835,-0.1037288,-0.11456559,0.05445266,0.22600001,0.98145515,-0.1006223,0.24616,0.102995,0.009359207,0.039091516,1.8226147,0.15329264,0.210135
626.0,2.2201679,-0.45100108,0.2227025,0.206175,0.0814,7.389943,0.0745325,0.28315002,1.0735414,0.1701,0.14768244,-0.12115732,-0.1990029,0.025946263,0.18325001,0.9521842,-0.23419598,0.2444275,0.0811325,0.024493495,0.011526877,2.1646929,0.10513612,0.1725975
622.0,2.4066033,-0.4422636,0.2689575,0.2555925,0.0976,-13.1552105,0.0991175,0.2739,1.05297,0.2059,0.11257482,-0.10057236,-0.12754087,0.07648412,0.28890002,0.93181896,-0.05171575,0.29099876,0.10206,0.03533074,0.055250376,2.5211575,0.15178789,0.21630874
626.0,1.6748377,-0.48107544,0.257325,0.16894,0.0848,-12.7819605,0.08909375,0.36769998,1.5082389,0.1408,0.018448597,-0.03274215,-0.28574663,-0.02187581,0.18425,1.4372743,-0.3187312,0.1971,0.0946625,-0.17941119,-0.0132524455,1.560093,0.23024225,0.26321
616.0,1.8386935,-0.4196614,0.192095,0.1978425,0.0716,-9.033467,0.0643025,0.23075,0.8867155,0.1276,0.11209728,-0.052500002,-0.19717163,0.041486043,0.1797,0.8807594,-0.15015528,0.2532275,0.0722225,0.063400246,0.026720995,1.5325947,0.022595141,0.17807
632.0,2.3383424,-0.450072,0.26322374,0.20772874,0.08655,-11.3443365,0.09759125,0.30945,1.3182757,0.154,0.08680318,-0.07674145,-0.13765919,0.025510153,0.26375002,1.0375215,-0.09859834,0.28983,0.1214475,-0.018360803,0.01887968,2.0411,0.17844298,0.25761375
653.0,2.1025774,-0.49810293,0.2262775,0.1776575,0.07585,-14.608855,0.0867425,0.2886,1.3449283,0.1472,0.08317356,-0.11000219,-0.27844635,0.021497892,0.1681,1.1860976,-0.29582834,0.22882125,0.10003875,-0.08511795,0.020563722,1.8585373,0.19717349,0.228725
659.0,1.7409383,-0.3403345,0.2080175,0.1817275,0.0796,-17.923004,0.08325,0.2421,1.1546375,0.1189,0.079041414,-0.06388528,-0.14339386,0.032549474,0.2001,1.1098287,-0.12229491,0.21074,0.08985,-0.052055772,0.03514566,1.6200255,0.14214368,0.1965225
680.0,2.0189161,-0.45986393,0.1913525,0.1522475,0.0604,-13.311104,0.07335,0.2351,1.2568516,0.1287,0.07513186,-0.11336569,-0.25757223,0.032111973,0.1476,0.9895213,-0.25006744,0.238735,0.0870725,0.005704902,0.008734583,2.0726488,0.18088336,0.2046625
684.0,1.010695,-0.28741914,0.21735375,0.20409875,0.109,-17.237974,0.07082,0.2856,1.1162246,0.1389,0.10518252,0.06393963,-0.2064153,0.007133108,0.1903,0.8287446,-0.20604683,0.2905725,0.087815,0.09364643,0.023261825,0.89922345,0.10552417,0.19446
698.0,1.4520572,-0.29306307,0.17879875,0.1501575,0.0802,-9.199258,0.08402,0.15865001,1.2032477,0.10305,0.16599104,-0.03549025,-0.1655619,0.090277,0.14414999,0.8615738,-0.10964731,0.2005925,0.083525,0.07457557,0.06564849,1.2363954,0.124161884,0.131485
687.0,2.1558857,-0.39225423,0.24884126,0.215305,0.0987,-11.001034,0.08741625,0.3227,1.1907235,0.1874,0.101571836,-0.12937064,-0.14106919,0.028693201,0.2676,1.0060467,-0.11471937,0.252265,0.0985675,-0.0030142295,0.021307603,1.9900663,0.165827,0.2196225
683.0,1.9423251,-0.421627,0.2443725,0.21184,0.08745,-11.476553,0.083195,0.26095,1.1136225,0.1504,0.047628075,-0.0446985,-0.11324481,0.049796112,0.25925,1.0287743,-0.062194914,0.2549875,0.0954875,-0.014183091,0.019186523,1.7901464,0.09772895,0.2386525
678.0,1.3691865,-0.29980507,0.22911,0.185715,0.1137,-9.9990015,0.09271,0.2868,1.206809,0.14125,0.026860686,0.0006444181,-0.16188276,-0.0042124176,0.1926,1.2008507,-0.17527859,0.20007,0.10316,-0.09126047,-0.0009192688,1.1612165,0.15361421,0.2389
656.0,2.1955166,-0.3713027,0.20632625,0.207825,0.0736,-17.45829,0.08780125,0.22264999,0.98891854,0.1531,0.10503472,-0.083665356,-0.06795355,0.06311157,0.22029999,0.9361391,-0.06378136,0.26360875,0.10919625,0.033340663,0.06161745,2.1432197,0.08076583,0.20711
653.0,2.7372024,-0.4528325,0.2135725,0.21496125,0.066,-17.58573,0.084845,0.19515,1.001911,0.15665,0.14465438,-0.09463214,-0.06760393,0.10267224,0.2319,0.79876643,0.03371342,0.28103,0.08661875,0.111884475,0.089432985,2.5285,0.09864762,0.1687475
618.0,2.180718,-0.40425533,0.23082875,0.2082375,0.0759,-13.721466,0.09415375,0.231,1.113719,0.1657,0.10705133,-0.07803993,-0.10706153,0.09966209,0.2446,0.94342,-0.05680537,0.25813624,0.107395,0.02911432,0.072872594,2.3631222,0.1375693,0.20827875
614.0,1.9753609,-0.29533675,0.2182475,0.20209125,0.0995,-14.935126,0.10122125,0.2402,1.12245,0.167,0.1008843,-0.089523815,-0.059675645,0.062180582,0.2478,0.9384841,-0.041771118,0.20951626,0.088035,0.032756183,0.044502106,1.8846701,0.12532735,0.16212
596.0,2.3491473,-0.42930076,0.195615,0.20986,0.07175,-14.119137,0.08567,0.22279999,0.96438223,0.12875,0.09611089,-0.12384111,-0.13443223,0.08285282,0.23095,0.92258334,-0.0667057,0.2372775,0.10074,0.040267013,0.05780234,1.6486497,0.07362323,0.1653925
464.0,1.9240396,-0.35690543,0.1888225,0.19578,0.0796,-15.264367,0.0809125,0.20995,0.90813154,0.14,0.10109641,-0.010549666,-0.028323537,0.077166915,0.21625,0.89987093,-0.058680404,0.2323275,0.09478625,0.052707978,0.068470016,2.167969,0.0234734,0.16872
460.0,1.7279817,-0.2935223,0.21625374,0.24617375,0.118,-12.7552805,0.09689,0.2605,0.8714189,0.1617,0.12573577,0.0052539315,-0.02707462,0.062280092,0.2692,0.8882379,-0.052779734,0.27289,0.10353125,0.05919008,0.054833237,1.9119304,0.0008253493,0.19150375
461.0,1.3668693,-0.36800724,0.2154975,0.23786876,0.1249,-10.590051,0.091995,0.26560003,0.90025634,0.15415,0.12922844,0.0025980428,-0.21855026,0.049145747,0.2431,0.85723716,-0.13402082,0.2762725,0.10479625,0.07693478,0.03330924,1.4275283,0.0052493135,0.18275875
449.0,1.5241587,-0.27033848,0.245115,0.28873,0.1435,-17.222881,0.108165,0.26585,0.8339481,0.1652,0.13384476,0.013396039,-0.06142628,0.06063056,0.243,0.8369658,-0.10018598,0.3258825,0.12483,0.08875191,0.0752159,1.4722601,-0.007409352,0.2052125
499.0,1.4784094,-0.35442632,0.18754375,0.16267,0.0836,-14.374434,0.08752625,0.22065,1.1552899,0.1314,0.055324137,-0.0609319,-0.20839083,0.018634297,0.15715,1.0597744,-0.20792612,0.19215,0.10344875,-0.029018618,0.011065022,1.5205804,0.12109062,0.19336
518.0,2.2275295,-0.47157994,0.2998125,0.2118675,0.0897,2.431116,0.1030225,0.37385,1.4639585,0.16275,0.051716868,-0.056633417,-0.1787874,0.006190587,0.27045,1.3416855,-0.15111326,0.24396,0.11766625,-0.14580365,-0.0066711367,1.9884883,0.18581556,0.2956875
520.0,1.34322,-0.47540814,0.27839,0.18867125,0.1043,-1.1632818,0.095845,0.37115002,1.5755947,0.14645,0.026273493,0.011865798,-0.36053336,-0.011909745,0.15990001,1.3866135,-0.3775963,0.216625,0.1047825,-0.16199249,-0.017293917,1.2242754,0.20913999,0.2746225
530.0,4.1953435,-0.60985154,0.173175,0.26569876,0.03215,-15.243731,0.04594625,0.111,0.7131646,0.0918,0.33480534,0.07137038,0.07623155,0.3214833,0.346,0.59827125,0.22107792,0.31244874,0.05689125,0.25792667,0.28145924,4.3121834,-0.118360996,0.097495
523.0,4.085352,-0.59131366,0.1724325,0.2482775,0.0405,-15.2497425,0.046015,0.1179,0.7455761,0.0999,0.29194516,-0.010622165,0.042054024,0.3153153,0.3199,0.592119,0.23896204,0.2752825,0.0552825,0.2561875,0.24811192,4.0431705,-0.09113473,0.09931
518.0,4.5654798,-0.61939484,0.18559125,0.2852375,0.0295,-14.635311,0.0512675,0.1109,0.6899157,0.0925,0.34453017,0.07253268,0.10964121,0.32661417,0.3732,0.5724283,0.26423872,0.33796874,0.0583075,0.27651867,0.2790137,4.2560763,-0.12371862,0.0924625
508.0,3.6515172,-0.5696353,0.16020875,0.28373876,0.0289,-15.568837,0.04748625,0.0991,0.57586014,0.0917,0.37413788,0.21488407,0.22397362,0.35587865,0.3728,0.4655028,0.27213785,0.3967775,0.05592875,0.3666808,0.32106876,3.5576408,-0.20936765,0.085505
510.0,4.159502,-0.5912882,0.1679225,0.28895,0.0321,-14.951092,0.044475,0.1033,0.5955847,0.0878,0.3456754,0.14950164,0.19712818,0.3469388,0.3631,0.5692187,0.24719682,0.35572,0.0581975,0.27451962,0.31213498,3.9436946,-0.2103802,0.094305
554.0,4.3905478,-0.606899,0.1785375,0.2346375,0.032,-16.1162,0.0484075,0.1596,0.7800117,0.0938,0.2973752,-0.017241385,0.027869642,0.2672176,0.34,0.60798645,0.08850729,0.35825,0.063835,0.24379157,0.24088031,4.2035966,-0.053551003,0.119165
543.0,4.2956076,-0.58685446,0.1653925,0.27933875,0.0298,-15.266857,0.04685375,0.122,0.57896626,0.0888,0.34874284,0.1350211,0.19011728,0.3033202,0.3779,0.51979816,0.22794476,0.34792376,0.0572625,0.31788343,0.32602116,4.2165275,-0.20520411,0.086275
537.0,4.2833323,-0.5906149,0.167565,0.26965874,0.0308,-16.06173,0.04547875,0.119,0.60629773,0.0814,0.35501578,0.14138818,0.19554245,0.32166666,0.3812,0.53652996,0.23146501,0.34140626,0.05678125,0.30460697,0.32268173,3.950206,-0.19417104,0.08576625
531.0,3.4391966,-0.5480527,0.172405,0.226635,0.0403,-16.02892,0.0519275,0.14340001,0.6381627,0.10355,0.28374043,0.054120433,0.086809434,0.26732782,0.38120002,0.6242325,0.17542702,0.3183475,0.0666125,0.23567845,0.21628042,2.5802634,-0.15034284,0.10793125
530.0,3.783957,-0.5482514,0.175925,0.21844,0.0408,-16.054485,0.0545675,0.15715,0.8315809,0.1083,0.2957785,-0.047298193,-0.023766581,0.23433347,0.30769998,0.66916966,0.087392695,0.330585,0.064715,0.20280126,0.20181026,3.4348495,-0.016144432,0.11471
628.0,4.1750655,-0.57082206,0.1755675,0.25634876,0.033,-14.858307,0.04695,0.121199995,0.689529,0.0996,0.28284234,0.058039952,0.13557892,0.2950731,0.3639,0.50770926,0.23384437,0.2680225,0.048875,0.3265157,0.24862835,4.0261674,-0.1121432,0.0760725
630.0,4.3048635,-0.58015525,0.19331875,0.23635624,0.0378,-14.077546,0.05304125,0.1587,0.74895525,0.112,0.0,-0.021806875,0.060582217,0.21879587,0.2663,0.0,0.033572666,0.0,0.0,0.0,0.21471433,4.5903163,-0.060125627,0.0
620.0,3.9946084,-0.56130403,0.167125,0.2555925,0.0345,-14.930961,0.0491225,0.1272,0.6257911,0.1044,0.3123947,0.05123338,0.10090866,0.28380632,0.275,0.6390747,0.10207401,0.2518525,0.04794,0.22103852,0.25544792,3.9951649,-0.165938,0.08468
619.0,3.8172956,-0.5785838,0.1626975,0.252925,0.0309,-14.89099,0.0451075,0.1156,0.5874864,0.0947,0.35044506,0.17344752,0.19302724,0.30277446,0.3308,0.579023,0.22745027,0.33307374,0.05372875,0.26698822,0.28347337,3.899766,-0.19567597,0.09209125
626.0,4.613088,-0.5541964,0.201995,0.2525125,0.0414,-15.6487055,0.0566025,0.1216,0.791003,0.1168,0.23183794,-0.08832808,0.017379066,0.22170915,0.26459998,0.7607346,0.124534644,0.31117,0.0645225,0.1358895,0.18331015,3.8322165,-0.042737868,0.121915
625.0,4.2142954,-0.54470384,0.189015,0.2582875,0.04225,-15.982872,0.0548975,0.103,0.71289414,0.1169,0.26596242,-0.053777162,0.05360372,0.25739005,0.2504,0.7312996,0.14299755,0.3274775,0.0872375,0.15520158,0.19524848,3.7175086,-0.087725915,0.128515
626.0,3.9547896,-0.5876599,0.18616875,0.25507,0.0347,-13.622453,0.0495625,0.1187,0.68194896,0.1004,0.18795359,0.091314,0.10487268,0.31996563,0.3046,0.68253124,0.1386916,0.350935,0.115425,0.1886852,0.27796805,3.5768545,-0.12987837,0.1728725
626.0,3.8068273,-0.5632637,0.16927,0.25529,0.0338,-14.752978,0.0479125,0.122,0.65470326,0.0913,0.21279994,0.09834468,0.14309414,0.295612,0.2909,0.66073567,0.13699433,0.343565,0.0726625,0.20428559,0.28151983,3.6763446,-0.14333805,0.1595625
622.0,4.4793134,-0.617309,0.2017475,0.237855,0.0377,-15.3570595,0.0509925,0.1493,0.88440853,0.11,0.263024,-0.05351171,-0.043174863,0.26377726,0.3117,0.6695849,0.13285753,0.2113175,0.04882,0.19790258,0.22134285,3.9039805,-0.00081203587,0.0825625
620.0,4.308882,-0.5445108,0.1614875,0.2731925,0.03305,-15.127607,0.047555,0.1227,0.57761693,0.102,0.3484998,0.094133586,0.1985934,0.30269253,0.3796,0.55716556,0.25664437,0.2848525,0.053935,0.28438497,0.2753582,3.9200654,-0.19670278,0.0766775
646.0,4.3863106,-0.5689354,0.17338125,0.27796376,0.0375,-15.96214,0.049315,0.1394,0.6435721,0.1001,0.28520632,-0.010566763,0.052449804,0.29140836,0.34845,0.5909007,0.12359207,0.40220875,0.07985375,0.25718364,0.2403288,3.8350089,-0.14883178,0.1158375
647.0,3.8183143,-0.5570768,0.17343625,0.29852,0.03355,-14.846161,0.05125375,0.1384,0.55753744,0.09405,0.29317862,0.1344542,0.22892183,0.29941788,0.3383,0.69965494,0.22395079,0.3760425,0.0629275,0.17670941,0.3027612,3.827879,-0.2233879,0.11977
647.0,4.127229,-0.57486975,0.16735876,0.27172124,0.0325,-13.8585,0.045685,0.1168,0.6212257,0.0835,0.34844926,0.1181714,0.18280375,0.315847,0.35225,0.5982912,0.22948498,0.3721375,0.05817,0.2513364,0.3025774,3.6072607,-0.1696539,0.093205
649.0,4.371355,-0.5597671,0.1743025,0.2284775,0.03535,-14.879006,0.04849,0.1439,0.707474,0.10495,0.2745157,-0.024772901,0.07782685,0.24302997,0.3508,0.66479,0.17876346,0.3454625,0.062295,0.20135276,0.21767554,4.3762903,-0.09119355,0.11174
654.0,4.029471,-0.5758227,0.1823325,0.259855,0.03385,-14.499317,0.0535775,0.1434,0.7001886,0.1065,0.2962246,0.055510443,0.07500442,0.23119779,0.33319998,0.69362426,0.18625502,0.31667,0.06378,0.18089946,0.25085264,3.3952432,-0.10547352,0.10679
654.0,4.2132254,-0.5409615,0.1784825,0.234555,0.039,-15.781995,0.05344,0.1264,0.7560774,0.10825,0.25440717,-0.03140589,0.053941265,0.23349856,0.2686,0.58996403,0.17729561,0.3445,0.0748625,0.2578901,0.20589763,3.618947,-0.051749334,0.1251875
658.0,3.7539518,-0.5661199,0.189565,0.2839175,0.0342,-13.808205,0.0529175,0.1332,0.67555845,0.1054,0.25330463,0.15464458,0.13862276,0.22339341,0.2724,0.6641277,0.20451026,0.28833124,0.0608925,0.20669554,0.30143678,4.1212277,-0.1075548,0.11035125
643.0,4.079127,-0.58088785,0.1744675,0.2807825,0.03555,-14.56732,0.047775,0.118650004,0.5872565,0.0971,0.39075762,0.11223759,0.1963564,0.3088325,0.375,0.560795,0.23896548,0.3791225,0.0560525,0.28139827,0.29104987,3.771525,-0.18449153,0.08721
495.0,4.2549253,-0.59399617,0.14233375,0.23258875,0.0287,-13.387498,0.04123,0.1204,0.60995126,0.0774,0.34952298,0.14252687,0.17025547,0.2834293,0.33,0.65014917,0.14127617,0.3118575,0.05463625,0.21205,0.3078463,3.0655053,-0.17007725,0.08634375
498.0,4.6736255,-0.59136873,0.153595,0.22904125,0.03135,-14.875132,0.04446125,0.118650004,0.70476013,0.0838,0.33951414,-0.016067956,0.058034156,0.29365113,0.31594998,0.63822436,0.124524005,0.28772625,0.054375,0.22469899,0.26767543,3.929618,-0.098788075,0.0937275
544.0,3.9400663,-0.5831193,0.1562625,0.33262,0.0296,-16.451279,0.04629,0.11165,0.461924,0.0967,0.31655154,0.24873094,0.27686745,0.36350787,0.41185,0.44271147,0.25224045,0.3516225,0.060755,0.38627857,0.36143744,2.8010747,-0.32206473,0.0889975
541.0,4.0209236,-0.57109773,0.1465,0.30351126,0.0298,-15.345081,0.04344375,0.1055,0.49581397,0.0874,0.31469473,0.22048365,0.2630837,0.3706376,0.38994998,0.4903144,0.25872672,0.40361124,0.06610375,0.34453192,0.3562527,2.859488,-0.28452763,0.08906625
544.0,3.9872644,-0.57366467,0.16447125,0.26941124,0.03495,-15.626972,0.04630375,0.1029,0.6178783,0.09195,0.2929197,0.05164002,0.10472318,0.3537453,0.39319998,0.54507285,0.3294985,0.40368,0.07302,0.29443735,0.29413596,3.4784982,-0.18221514,0.1052225
549.0,4.5206904,-0.583572,0.16804625,0.2422275,0.0335,-15.17408,0.04781625,0.12315,0.6883758,0.0909,0.2918154,-0.0016443369,0.063400425,0.32230544,0.4102,0.5437165,0.25950626,0.408355,0.071975,0.2955747,0.25944686,4.0802584,-0.12155042,0.104975
544.0,3.7582483,-0.57556266,0.18379,0.233235,0.03185,-14.921832,0.04937,0.1167,0.82011473,0.09115,0.31269655,0.08345743,0.08980275,0.3206831,0.4232,0.48416466,0.29309055,0.402855,0.06653,0.34762472,0.24793123,2.856155,-0.03989997,0.10421875
537.0,4.2798343,-0.5978128,0.17591125,0.24922626,0.03285,-15.329111,0.0488475,0.123799995,0.7423847,0.09,0.3005525,0.06066578,0.097409695,0.2888398,0.40240002,0.51677984,0.25506502,0.36199,0.05441625,0.31881326,0.26140964,3.1039612,-0.07859298,0.1123175
541.0,4.462613,-0.59988254,0.1668225,0.23107626,0.0321,-15.079502,0.04919125,0.1211,0.7624354,0.09235,0.31858268,-0.015866568,0.058077477,0.2916442,0.4056,0.4955905,0.31386024,0.41477624,0.0677125,0.3377069,0.24934065,2.9987752,-0.06782715,0.10094625
552.0,3.8981864,-0.59531194,0.1618175,0.245775,0.033,-15.325756,0.0478575,0.12535,0.62952906,0.088,0.31169683,0.0769231,0.04691591,0.33233014,0.4062,0.47443196,0.22361815,0.37330624,0.0674925,0.35645464,0.266317,3.1067889,-0.15694906,0.09701375
553.0,4.2770543,-0.597578,0.16058,0.2603775,0.0302,-15.429227,0.04365,0.1253,0.6541428,0.084,0.3655022,0.090776,0.110971294,0.31103015,0.35425,0.46253672,0.18271334,0.30622,0.0551175,0.36748704,0.30641183,3.9062083,-0.16745667,0.0884475
556.0,4.0414157,-0.5578331,0.14639,0.26112,0.0303,-15.585644,0.0425225,0.1104,0.5745868,0.0823,0.3317625,0.15686274,0.19404374,0.348979,0.3908,0.58219534,0.2663683,0.3850075,0.05608,0.2640664,0.317944,3.3340786,-0.20914523,0.0868525
552.0,4.45304,-0.59215367,0.153595,0.2825425,0.0312,-15.68593,0.0440075,0.1097,0.5531474,0.0896,0.3226682,0.15514016,0.1840685,0.29581153,0.3116,0.48023954,0.290825,0.32129,0.0618,0.35113266,0.31295165,3.277538,-0.2253046,0.0979625
555.0,4.86007,-0.6047888,0.157665,0.2408525,0.03135,-15.244086,0.045355,0.1052,0.63828486,0.08385,0.25499287,0.061975695,0.11694349,0.28895468,0.3164,0.6478141,0.22121255,0.3203275,0.0782175,0.21372916,0.28445277,2.233099,-0.15607233,0.1178725
515.0,4.5261664,-0.562787,0.184175,0.2751725,0.0345,-14.405504,0.0511575,0.1293,0.6931364,0.09975,0.31738576,-0.021649694,0.09382112,0.28841868,0.3276,0.4872162,0.19057892,0.3637225,0.0603975,0.34479436,0.26083067,3.4203029,-0.119925916,0.09326
518.0,4.58129,-0.5620472,0.1604975,0.2776475,0.0323,-15.073816,0.0493425,0.12785,0.5743155,0.09245,0.30036718,0.069166325,0.17699128,0.25985008,0.32099998,0.60579824,0.1984876,0.2872725,0.05476,0.24548647,0.2443639,3.927278,-0.20281638,0.095955
531.0,4.380987,-0.5615707,0.1807375,0.1812875,0.0388,-19.10455,0.060865,0.1502,0.95465827,0.1287,0.21198311,-0.21981004,-0.094153166,0.21852238,0.259,0.76770157,0.03843088,0.3302825,0.0822325,0.1314127,0.11193391,4.2164454,0.09499081,0.1212
533.0,4.6322,-0.5292296,0.17514125,0.18856125,0.0393,-17.376213,0.0591875,0.12805,0.89648044,0.123,0.22844581,-0.2057646,-0.009323432,0.24786958,0.3067,0.69370484,0.16512252,0.33625,0.0831125,0.18084328,0.14630577,2.8716419,0.055623475,0.11108
532.0,4.6348724,-0.514603,0.1690225,0.19336,0.0396,-18.060226,0.055805,0.1128,0.86513823,0.1195,0.24372157,-0.19947849,0.00804886,0.2923463,0.3076,0.69509864,0.1978193,0.3442525,0.082975,0.17987236,0.14049114,2.8250353,0.03186422,0.1146
547.0,4.076628,-0.49252456,0.2334275,0.2157175,0.0484,-17.021519,0.061855,0.1267,1.0100116,0.1299,0.20627137,-0.13977043,-0.09367683,0.15165167,0.24,0.759989,0.047390748,0.23626,0.0745875,0.13637075,0.15147857,3.702953,0.106700644,0.1181475
552.0,4.523229,-0.5664805,0.18544,0.18776375,0.04175,-16.892237,0.056135,0.1144,0.9954542,0.11555,0.22047698,-0.18385464,-0.09769817,0.2140158,0.2654,0.64279175,0.0849301,0.2594425,0.0734875,0.21743976,0.13976161,4.035558,0.06496951,0.12802
530.0,4.2130814,-0.58246607,0.2070275,0.2129675,0.0449,-15.611473,0.0559425,0.1524,0.9734786,0.1205,0.27311713,-0.117384836,-0.027947616,0.2570641,0.3367,0.6734756,0.18163444,0.37673,0.0779975,0.19664603,0.18964657,2.96665,0.057426024,0.12000375
627.0,3.7773225,-0.4704543,0.1669875,0.1774375,0.04605,-19.418873,0.06305125,0.152,0.9725578,0.1321,0.18337266,-0.24077141,-0.08914876,0.094699234,0.165,0.8308757,-0.031425353,0.1871725,0.08254875,0.09238644,0.07980659,3.2372396,0.110160366,0.1072025
631.0,3.7725527,-0.47998598,0.15464,0.15728,0.04125,-17.328648,0.0575925,0.14775,1.0078042,0.1245,0.1626795,-0.2656911,-0.099644326,0.17350954,0.3046,0.88617885,0.09454471,0.27658874,0.1408625,0.06162511,0.072162114,3.4365273,0.13527425,0.1680875
631.0,3.7468343,-0.47323126,0.15949374,0.1695725,0.0412,-18.862347,0.0643025,0.14895,0.9476299,0.12345,0.23228794,-0.26276362,-0.092755,0.16748263,0.2257,0.77460897,0.06891862,0.22961874,0.07578375,0.1274068,0.06855267,3.4493701,0.10184327,0.11277125
