feature,mean_abs_shap,mean_signed_shap,rank,class_id,class_name,sensor
S2_dry_B2,0.0203557720986069,-0.00022746628628247283,1,7,Other upland crops,Sentinel-2
L89_dry_Green,0.01751489997236714,-0.0007158648129027619,2,7,Other upland crops,Landsat 8/9
S2_dry_NBR2,0.015570573795624106,-0.0014241467582729963,3,7,Other upland crops,Sentinel-2
S2_dry_CVI,0.01409256494074931,0.0013471978818247825,4,7,Other upland crops,Sentinel-2
L89_dry_NIR,0.012489975416702305,0.001017382506752847,5,7,Other upland crops,Landsat 8/9
L89_dry_BSI,0.012461990130029214,0.0004918818228366388,6,7,Other upland crops,Landsat 8/9
L89_dry_SWIR1,0.012227378737041604,-0.002200542829864977,7,7,Other upland crops,Landsat 8/9
S2_dry_B5,0.01221286169310284,-0.003010208279704064,8,7,Other upland crops,Sentinel-2
S2_wet_NBR2,0.011249328262116083,-0.0006861336401244561,9,7,Other upland crops,Sentinel-2
DEM_elevation,0.009606611213567257,-0.001056867344920105,10,7,Other upland crops,DEM
S1_VHasc_p50,0.008187297850761211,0.002199284091510092,11,7,Other upland crops,Sentinel-1
L89_dry_MSI,0.007984149074016195,0.0004853928548603883,12,7,Other upland crops,Landsat 8/9
S2_wet_B8,0.007942128108423136,-0.0002936818667003189,13,7,Other upland crops,Sentinel-2
S2_dry_MNDWI,0.007910655165948507,0.0004166440308083596,14,7,Other upland crops,Sentinel-2
S2_wet_CVI,0.007550993296828655,0.00026818551147485774,15,7,Other upland crops,Sentinel-2
L89_wet_NBR2,0.006918595467601429,0.001675524756577208,16,7,Other upland crops,Landsat 8/9
S2_dry_NDI,0.006760181902943717,-0.0013953393966754646,17,7,Other upland crops,Sentinel-2
S2_wet_B12,0.006336518340169103,0.0009340477310912285,18,7,Other upland crops,Sentinel-2
S2_dry_NDMI,0.004819123762621645,-0.0004964812044464594,19,7,Other upland crops,Sentinel-2
L89_wet_NIR,0.004652572369138031,0.0011759015968987607,20,7,Other upland crops,Landsat 8/9
L89_wet_SWIR2,0.003999607855596476,0.00035881366529021857,21,7,Other upland crops,Landsat 8/9
L89_wet_NDMI,0.002514613177882951,0.0005408057378651084,22,7,Other upland crops,Landsat 8/9
L89_wet_MSI,0.002409406391869322,0.0009018348868517113,23,7,Other upland crops,Landsat 8/9
S2_wet_NDMI,0.002379904804912537,0.0005274716684423473,24,7,Other upland crops,Sentinel-2
L89_wet_Green,0.002354189106145081,-9.099209242128408e-05,25,7,Other upland crops,Landsat 8/9
