feature,mean_abs_shap,mean_signed_shap,rank,class_id,class_name,sensor
S2_wet_NBR2,0.035884971915221074,-0.002990302666050061,1,8,Forest,Sentinel-2
L89_wet_NBR2,0.02288411404926541,-0.0023487223861932333,2,8,Forest,Landsat 8/9
DEM_elevation,0.021114596347784644,0.0006906975269867087,3,8,Forest,DEM
S2_dry_NBR2,0.020367600309716183,-0.0002211341252625508,4,8,Forest,Sentinel-2
S2_dry_MNDWI,0.01706185236109574,0.004444889743166873,5,8,Forest,Sentinel-2
S2_dry_CVI,0.0119664429840434,-0.0014361214181999246,6,8,Forest,Sentinel-2
S2_wet_B12,0.011694857296264223,0.00024168989182917142,7,8,Forest,Sentinel-2
S2_wet_B8,0.008083883909744858,0.002367627861186499,8,8,Forest,Sentinel-2
L89_dry_BSI,0.008072123581383322,0.00029455144871532384,9,8,Forest,Landsat 8/9
S2_dry_NDI,0.007139775614994133,0.002748034110687833,10,8,Forest,Sentinel-2
L89_dry_MSI,0.007002830620679417,0.00037276135920365813,11,8,Forest,Landsat 8/9
L89_wet_SWIR2,0.006864193672791848,0.0006765904856626184,12,8,Forest,Landsat 8/9
S1_VHasc_p50,0.006782343860484255,0.000928079786825937,13,8,Forest,Sentinel-1
L89_dry_SWIR1,0.006768168543743334,0.000474052026637404,14,8,Forest,Landsat 8/9
L89_dry_Green,0.006305689701969114,0.0008975195809286776,15,8,Forest,Landsat 8/9
S2_wet_NDMI,0.005991735623910603,8.796191011041128e-05,16,8,Forest,Sentinel-2
S2_dry_B2,0.005679875879663288,-0.0002938192759153425,17,8,Forest,Sentinel-2
S2_dry_NDMI,0.005038298771560857,0.0004795977619114287,18,8,Forest,Sentinel-2
L89_wet_NDMI,0.004465298708961755,0.00023252003852623142,19,8,Forest,Landsat 8/9
S2_wet_CVI,0.004357318244028929,0.0007442758880430034,20,8,Forest,Sentinel-2
L89_wet_MSI,0.0036362866437371607,0.0006776673000489945,21,8,Forest,Landsat 8/9
L89_dry_NIR,0.003560513324196107,-0.0002363247152295325,22,8,Forest,Landsat 8/9
S2_dry_B5,0.003515712540766341,0.0019091004851323223,23,8,Forest,Sentinel-2
L89_wet_NIR,0.0022965803193734837,0.00043466734465285537,24,8,Forest,Landsat 8/9
L89_wet_Green,0.0021758847021991694,0.00026009241754706535,25,8,Forest,Landsat 8/9
